"gene","brainregion","count"
"CD68 Gene","BRAIN, HIPPOCAMPUS","14"
"CTLA4 wt Allele","BRAIN, HIPPOCAMPUS","14"
"HLA-DQA1 wt Allele","BRAIN, HIPPOCAMPUS","14"
"NOD2 wt Allele","BRAIN, HIPPOCAMPUS","14"
"MMP gene","BRAIN, HIPPOCAMPUS","14"
"PPARA Gene","BRAIN, HIPPOCAMPUS","14"
"Insulin-Like-Growth Factor I Receptor","BRAIN, HIPPOCAMPUS","14"
"CALCA wt Allele","BRAIN, HIPPOCAMPUS","14"
"CDH11 wt Allele","BRAIN, HIPPOCAMPUS","14"
"MSN Gene","BRAIN, HIPPOCAMPUS","14"
"FMR1 wt Allele","BRAIN, HIPPOCAMPUS","14"
"CAMK2A Gene","BRAIN, HIPPOCAMPUS","14"
"ENG wt Allele","Hypothalamic Area, Lateral","14"
"EREG wt Allele","Hypothalamic structure","14"
"Transgenes","Hypothalamic structure","14"
"DST wt Allele","Hypothalamic structure","14"
"GCG Gene","Hypothalamic structure","14"
"Long Interspersed Element","Structure of locus ceruleus","14"
"BGLAP Gene","Structure of locus ceruleus","14"
"BGLAP wt Allele","Structure of locus ceruleus","14"
"MAPK3 Gene","Structure of locus ceruleus","14"
"SST Gene","Medulla Oblongata","14"
"ATP8A2 wt Allele","Medulla Oblongata","14"
"Epidermal Growth Factor","Midbrain structure","14"
"INS gene","Midbrain structure","14"
"c-fos Genes","Motor Cortex","14"
"FASTK Gene","Motor Cortex","14"
"c-fos Genes","Structure of olfactory bulb","14"
"PRL Gene","Pituitary Gland, Posterior","14"
"HCRT Gene","Pontine structure","14"
"Chloramphenicol Acetyl Transferase Gene","Purkinje Cells","14"
"CAT Gene","Purkinje Cells","14"
"STIM1 Gene","Purkinje Cells","14"
"Chloramphenicol Acetyl Transferase Gene","Substantia nigra structure","14"
"Chloramphenicol O-Acetyltransferase","Substantia nigra structure","14"
"KNG1 Gene","Structure of suprachiasmatic nucleus","14"
"GNRH1 Gene","Telencephalon","14"
"SST Gene","Thalamic structure","14"
"Tumor Necrosis Factor-alpha","Thalamic structure","14"
"MRC1 Gene","Thalamic structure","14"
"NR3C2 Gene","Thalamic structure","14"
"c-fos Genes","Trigeminal Nuclei","14"
"Transgenes","Prosencephalon","14"
"GRIN2B wt Allele","Prosencephalon","14"
"CYP19A1 Gene","Prosencephalon","14"
"Genes","Structure of angular gyrus","14"
"PROX1 Gene","Structure of dentate gyrus","14"
"LITAF gene","Posterior cerebral commissure","14"
"Genes","Posterior cerebral commissure","14"
"Epidermal Growth Factor","Neostriatum","14"
"ATP8A2 wt Allele","Neostriatum","14"
"Chloramphenicol Acetyl Transferase Gene","Neostriatum","14"
"Chloramphenicol O-Acetyltransferase","Neostriatum","14"
"MAPK1 wt Allele","Neostriatum","14"
"Heterozygote","Neostriatum","14"
"Promoter","Prefrontal Cortex","14"
"SLC6A4 wt Allele","Prefrontal Cortex","14"
"EPHB2 Gene","Prefrontal Cortex","14"
"MAPK1 wt Allele","Prefrontal Cortex","14"
"NCL Gene","Prefrontal Cortex","14"
"PPFIBP1 wt Allele","Prefrontal Cortex","14"
"HOXA10 wt Allele","Set of basolateral nuclei of amygdala","14"
"NGFR Gene","Diagonal Band of Broca","14"
"Chloramphenicol Acetyl Transferase Gene","Lateral Septal Nucleus","14"
"CAT Gene","Lateral Septal Nucleus","14"
"Chloramphenicol O-Acetyltransferase","Lateral Septal Nucleus","14"
"NPY Gene","Structure of paraventricular nucleus of thalamus","14"
"POMC wt Allele","Ventral Tegmental Area","14"
"MPZ gene","Pars Compacta","14"
"SCG2 Gene","Substantia Nigra Pars Reticulata","14"
"ATP8A2 wt Allele","Nucleus solitarius","14"
"Wild Type","Nucleus solitarius","14"
"HCRT Gene","Nucleus solitarius","14"
"EPHB2 Gene","Diffuse reticular nucleus","14"
"PARK2 gene","Bundle, Predorsal","14"
"FYN Gene","Bundle, Predorsal","14"
"FYN wt Allele","Bundle, Predorsal","14"
"CALCA wt Allele","Pyramidal Cells","14"
"Chloramphenicol Acetyl Transferase Gene","Structure of fissure of Sylvius","14"
"CAT Gene","Structure of fissure of Sylvius","14"
"Chloramphenicol O-Acetyltransferase","Structure of fissure of Sylvius","14"
"CD55 wt Allele","Structure of central sulcus","14"
"CR2 wt Allele","Structure of central sulcus","14"
"SET Gene","Premotor cortex","14"
"LITAF gene","Paracentral Thalamic Nucleus","14"
"Genes","Paracentral Thalamic Nucleus","14"
"MAPT wt Allele","Structure of posterior hypothalamic nucleus","14"
"BTG2 Gene","Edinger Westphal nucleus","14"
"BTG2 wt Allele","Edinger Westphal nucleus","14"
"Clustered Regularly Interspaced Short Palindromic Repeats","Callosal sulcus","14"
"OXT Gene","Pars nervosa of hypophysis","14"
"YY1 wt Allele","CA1 field","14"
"Genes, Immediate-Early","CA1 field","14"
"CAT Gene","CA1 field","14"
"SDHB wt Allele","CA1 field","14"
"IKBKG wt Allele","CA1 field","14"
"CDK5R1 Gene","CA1 field","14"
"MAP Kinase Gene","CA1 field","14"
"EPHB2 Gene","CA1 field","14"
"B4GALT1 Gene","CA2 field","14"
"B4GALT1 wt Allele","CA2 field","14"
"NR3C1 Gene","CA2 field","14"
"SST Gene","CA2 field","14"
"Wild Type","CA2 field","14"
"GRIN2B wt Allele","CA2 field","14"
"KNG1 Gene","CA2 field","14"
"PDZK1 Gene","CA3 field","14"
"PDZK1 wt Allele","CA3 field","14"
"Long Interspersed Element","CA3 field","14"
"GRM1 Gene","Genus Hippocampus","14"
"PRRT2 wt Allele","Genus Hippocampus","14"
"GPER wt Allele","Genus Hippocampus","14"
"POLE Gene","Genus Hippocampus","14"
"SLC1A2 Gene","Genus Hippocampus","14"
"RASA1 Gene","Genus Hippocampus","14"
"IL12A wt Allele","Genus Hippocampus","14"
"NTRK1 Gene","Genus Hippocampus","14"
"CCND1 gene","Genus Hippocampus","14"
"DMD gene","Genus Hippocampus","14"
"ENG wt Allele","Entire medulla oblongata","14"
"c-fos Genes","Orbitofrontal cortex","14"
"GNRH1 Gene","Basal Forebrain","14"
"SOD1 wt Allele","Cortex, Primary Motor","14"
"TYMS Gene","Cortex, Primary Motor","14"
"PYCARD Gene","Cortex, Primary Motor","14"
"TYMS wt Allele","Cortex, Primary Motor","14"
"PYCARD wt Allele","Cortex, Primary Motor","14"
"SLC6A4 gene","Amygdaloid structure","13"
"FAT1 gene","Structure of nucleus infundibularis hypothalami","13"
"CD36 Gene","Structure of nucleus infundibularis hypothalami","13"
"CD36 wt Allele","Structure of nucleus infundibularis hypothalami","13"
"FAT wt Allele","Structure of nucleus infundibularis hypothalami","13"
"RASA1 Gene","Auditory area","13"
"RASA1 wt Allele","Auditory area","13"
"CNR1 gene","Basal Ganglia","13"
"POMC wt Allele","Brain Stem","13"
"BDNF Gene","Brain Stem","13"
"CHAT Gene","Cerebellum","13"
"NOS1 wt Allele","Cerebellum","13"
"VIM gene","Cerebellum","13"
"DCN Gene","Cerebellum","13"
"S100A8 wt Allele","Cerebellum","13"
"SQSTM1 Gene","Cerebellum","13"
"KHDRBS1 wt Allele","Cerebellum","13"
"KRIT1 wt Allele","Cerebral cortex","13"
"CALM1 wt Allele","Cerebral cortex","13"
"POSTN Gene","Cerebral cortex","13"
"CISH Gene","Cerebral cortex","13"
"DCX wt Allele","Cerebral cortex","13"
"CDKN2A gene","Cerebral cortex","13"
"LacZ Genes","Cerebral cortex","13"
"Gene Regulatory Networks","Cerebral cortex","13"
"FUS Gene","Cerebral cortex","13"
"PRNP wt Allele","Cerebral cortex","13"
"PINK1 gene","Cerebral cortex","13"
"TBR1 Gene","Cerebral cortex","13"
"CALR Gene","Cerebral cortex","13"
"OLIG2 Gene","Corpus Callosum","13"
"Epidermal Growth Factor","Corpus striatum structure","13"
"SLC1A2 wt Allele","Corpus striatum structure","13"
"SLC6A4 gene","Corpus striatum structure","13"
"Heterozygote","Corpus striatum structure","13"
"SPN Gene","Corpus striatum structure","13"
"FOXP1 Gene","Corpus striatum structure","13"
"SHANK3 Gene","Corpus striatum structure","13"
"Tumor Necrosis Factor-alpha","Lobe, Frontal","13"
"NR3C1 Gene","Globus Pallidus","13"
"NR3C1 wt Allele","Globus Pallidus","13"
"5' Untranslated Regions","Gyrus Cinguli","13"
"GRP Gene","BRAIN, HIPPOCAMPUS","13"
"GRIA3 wt Allele","BRAIN, HIPPOCAMPUS","13"
"CRH wt Allele","BRAIN, HIPPOCAMPUS","13"
"TNC Gene","BRAIN, HIPPOCAMPUS","13"
"CTSD Gene","BRAIN, HIPPOCAMPUS","13"
"CTSB Gene","BRAIN, HIPPOCAMPUS","13"
"ADIPOQ Gene","BRAIN, HIPPOCAMPUS","13"
"ADIPOQ wt Allele","BRAIN, HIPPOCAMPUS","13"
"PCNA Gene","BRAIN, HIPPOCAMPUS","13"
"ST13 Gene","BRAIN, HIPPOCAMPUS","13"
"FST wt Allele","BRAIN, HIPPOCAMPUS","13"
"HGS Gene","BRAIN, HIPPOCAMPUS","13"
"HGS wt Allele","BRAIN, HIPPOCAMPUS","13"
"MALAT1 wt Allele","BRAIN, HIPPOCAMPUS","13"
"ELL wt Allele","BRAIN, HIPPOCAMPUS","13"
"NEUROD1 wt Allele","BRAIN, HIPPOCAMPUS","13"
"ANG Gene","BRAIN, HIPPOCAMPUS","13"
"TXN Gene","BRAIN, HIPPOCAMPUS","13"
"FUS Gene","BRAIN, HIPPOCAMPUS","13"
"IGF2 Gene","BRAIN, HIPPOCAMPUS","13"
"PLP1 gene","BRAIN, HIPPOCAMPUS","13"
"MTCP1NB wt Allele","BRAIN, HIPPOCAMPUS","13"
"CRTC1 Gene","BRAIN, HIPPOCAMPUS","13"
"MOK Gene","BRAIN, HIPPOCAMPUS","13"
"AGER wt Allele","BRAIN, HIPPOCAMPUS","13"
"LEPR Gene","BRAIN, HIPPOCAMPUS","13"
"Cyclic AMP Response Element","BRAIN, HIPPOCAMPUS","13"
"NEO1 Gene","BRAIN, HIPPOCAMPUS","13"
"Haploinsufficiency","BRAIN, HIPPOCAMPUS","13"
"CYBB wt Allele","BRAIN, HIPPOCAMPUS","13"
"LIMK1 Gene","BRAIN, HIPPOCAMPUS","13"
"NOX4 Gene","BRAIN, HIPPOCAMPUS","13"
"GYPA Gene","Structure of anterior hypothalamic nucleus","13"
"CA9 Gene","Structure of anterior hypothalamic nucleus","13"
"GYPA wt Allele","Structure of anterior hypothalamic nucleus","13"
"LEPR Gene","Hypothalamic Area, Lateral","13"
"PBX1 wt Allele","Hypothalamic structure","13"
"FOS wt Allele","Hypothalamic structure","13"
"MTOR Gene","Hypothalamic structure","13"
"UCP1 Gene","Hypothalamic structure","13"
"DST Gene","Hypothalamic structure","13"
"AR gene","Hypothalamic structure","13"
"Wild Type","Inferior Colliculus","13"
"AREG wt Allele","Structure of locus ceruleus","13"
"AR wt Allele","Structure of locus ceruleus","13"
"AR gene","Structure of locus ceruleus","13"
"SCG2 Gene","Structure of locus ceruleus","13"
"PSEN1 gene","Structure of locus ceruleus","13"
"MAPK1 wt Allele","Structure of locus ceruleus","13"
"AKT1S1 wt Allele","Midbrain structure","13"
"SLC6A4 wt Allele","Midbrain structure","13"
"TNF Gene","Midbrain structure","13"
"CD69 wt Allele","Motor Cortex","13"
"SOD1 wt Allele","Motor Cortex","13"
"SLC6A3 Gene","Nucleus Accumbens","13"
"GNRH1 Gene","Structure of olfactory bulb","13"
"CAT Gene","Parietal Lobe","13"
"CRH wt Allele","Pituitary Gland","13"
"SST Gene","Pituitary Gland","13"
"PBX1 wt Allele","Pituitary Gland, Posterior","13"
"Chloramphenicol Acetyl Transferase Gene","Pontine structure","13"
"CAT Gene","Pontine structure","13"
"Chloramphenicol O-Acetyltransferase","Pontine structure","13"
"GYPA Gene","Preoptic Areas","13"
"CA9 Gene","Preoptic Areas","13"
"GYPA wt Allele","Preoptic Areas","13"
"c-fos Genes","Purkinje Cells","13"
"GFAP gene","Purkinje Cells","13"
"SHH Gene","Purkinje Cells","13"
"POSTN Gene","Purkinje Cells","13"
"POSTN wt Allele","Purkinje Cells","13"
"GC Gene","Purkinje Cells","13"
"GC wt Allele","Purkinje Cells","13"
"GBA wt Allele","Purkinje Cells","13"
"PSIP1 Gene","Purkinje Cells","13"
"TNFRSF1B wt Allele","Purkinje Cells","13"
"CUX1 wt Allele","Purkinje Cells","13"
"SH3PXD2A wt Allele","Hindbrain","13"
"HCRT Gene","Hindbrain","13"
"LMNA wt Allele","Area striata structure","13"
"RASA1 Gene","Area striata structure","13"
"RASA1 wt Allele","Area striata structure","13"
"Long Interspersed Element","Substantia nigra structure","13"
"HTT gene","Substantia nigra structure","13"
"PARK7 wt Allele","Substantia nigra structure","13"
"DNA, Mitochondrial","Substantia nigra structure","13"
"FASTK Gene","Structure of suprachiasmatic nucleus","13"
"NPY wt Allele","Structure of suprachiasmatic nucleus","13"
"GRP Gene","Structure of suprachiasmatic nucleus","13"
"KNG1 wt Allele","Structure of suprachiasmatic nucleus","13"
"c-fos Genes","Thalamic Nuclei","13"
"AKT1S1 wt Allele","Thalamic structure","13"
"FBN1 wt Allele","Thalamic structure","13"
"SILV wt Allele","Thalamic structure","13"
"TF gene","Thalamic structure","13"
"PITX2 wt Allele","Thalamic structure","13"
"SET Gene","Visual Cortex","13"
"PPFIBP1 wt Allele","Visual Cortex","13"
"Genes","Visual Cortex","13"
"NGFR Gene","Prosencephalon","13"
"AVP Gene","Structure of angular gyrus","13"
"HCRT wt Allele","Structure of angular gyrus","13"
"CREB1 Gene","Structure of dentate gyrus","13"
"CREB1 wt Allele","Structure of dentate gyrus","13"
"GC Gene","Structure of dentate gyrus","13"
"GC wt Allele","Structure of dentate gyrus","13"
"GBA wt Allele","Structure of dentate gyrus","13"
"ANG Gene","Lamina Terminalis","13"
"Wild Type","Posterior cerebral commissure","13"
"TP53 gene","Posterior cerebral commissure","13"
"TP53 wt Allele","Posterior cerebral commissure","13"
"Haplotypes","Structure of thalamic fasciculus","13"
"KISS1 Gene","Habenula","13"
"SST Gene","Structure of rubrospinal tract","13"
"SLC1A2 wt Allele","Neostriatum","13"
"SLC6A4 gene","Neostriatum","13"
"EPHB2 Gene","Neostriatum","13"
"SPN Gene","Neostriatum","13"
"FOXP1 Gene","Neostriatum","13"
"SHANK3 Gene","Neostriatum","13"
"TNF Gene","Prefrontal Cortex","13"
"Tumor Necrosis Factor-alpha","Prefrontal Cortex","13"
"Genotype","Prefrontal Cortex","13"
"ENG wt Allele","Neocortex","13"
"TH gene","central amygdalar nucleus","13"
"Wild Type","central amygdalar nucleus","13"
"SH2D3C Gene","Diagonal Band of Broca","13"
"SH2D3C wt Allele","Diagonal Band of Broca","13"
"c-fos Genes","Organum Vasculosum Laminae Terminalis","13"
"OXT Gene","Ventral Tegmental Area","13"
"SEMA4D wt Allele","Pars Compacta","13"
"CRH Gene","Nucleus solitarius","13"
"CALCA Gene","Nucleus solitarius","13"
"NPY Gene","Pyramidal Cells","13"
"YY1 wt Allele","Pyramidal Cells","13"
"HRAS gene","Pyramidal Cells","13"
"CDKN1A Gene","Pyramidal Cells","13"
"CDKN1A wt Allele","Pyramidal Cells","13"
"CR2 wt Allele","Pyramidal Cells","13"
"FGFR1 wt Allele","Pyramidal Cells","13"
"NTRK2 Gene","Pyramidal Cells","13"
"SET Gene","Cerebral hemisphere structure (body structure)","13"
"Retinoic Acid Response Element","Cerebral hemisphere structure (body structure)","13"
"GFAP gene","Cerebral hemisphere structure (body structure)","13"
"PCYT1A wt Allele","Cerebral hemisphere structure (body structure)","13"
"SIRT1 Gene","Cerebral hemisphere structure (body structure)","13"
"NLRP3 Gene","Cerebral hemisphere structure (body structure)","13"
"SLC2A1 Gene","Cerebral hemisphere structure (body structure)","13"
"Genes","Paracentral sulcus","13"
"LINC01194 gene","Structure of hippocampal fissure","13"
"Wild Type","Paracentral Thalamic Nucleus","13"
"TP53 gene","Paracentral Thalamic Nucleus","13"
"TP53 wt Allele","Paracentral Thalamic Nucleus","13"
"CD69 wt Allele","Central gray substance of midbrain","13"
"ENG wt Allele","Superior colliculus of corpora quadrigemina","13"
"SET Gene","Superior colliculus of corpora quadrigemina","13"
"GLS2 Gene","Structure of nucleus gracilis","13"
"GLS2 wt Allele","Structure of nucleus gracilis","13"
"TNC wt Allele","Structure of nucleus gracilis","13"
"CDC42 wt Allele","Structure of nucleus gracilis","13"
"RNF130 wt Allele","Structure of nucleus gracilis","13"
"GNRH1 Gene","Anteroventral Periventricular Nucleus","13"
"SLC2A1 Gene","Dorsal Septal Nucleus","13"
"Genes","Metencephalon","13"
"Wild Type","mossy fiber","13"
"GRIN2B wt Allele","mossy fiber","13"
"CALCA Gene","Parabrachial Nucleus","13"
"Retinoic Acid Response Element","CA1 field","13"
"S100A9 wt Allele","CA1 field","13"
"LITAF gene","CA1 field","13"
"Heterozygote","CA1 field","13"
"NR3C1 wt Allele","CA2 field","13"
"PDZK1 Gene","CA2 field","13"
"PDZK1 wt Allele","CA2 field","13"
"PSEN1 gene","CA3 field","13"
"PSEN1 wt Allele","CA3 field","13"
"SLC1A2 wt Allele","Genus Hippocampus","13"
"HRAS gene","Genus Hippocampus","13"
"CDKN1A Gene","Genus Hippocampus","13"
"CDKN1A wt Allele","Genus Hippocampus","13"
"GPHN Gene","Genus Hippocampus","13"
"PRNP gene","Genus Hippocampus","13"
"CDK5 Gene","Genus Hippocampus","13"
"CD55 wt Allele","Genus Hippocampus","13"
"CR2 wt Allele","Genus Hippocampus","13"
"AGER Gene","Genus Hippocampus","13"
"SET Gene","Entire Brodmann areas 17 (striate cortex), 18 (parastriate cortex) and 19 (peristriate cortex) of occipital lobe","13"
"LITAF gene","Entire lateral geniculate body","13"
"CNR1 gene","Amygdaloid structure","12"
"EPHB2 Gene","Amygdaloid structure","12"
"Promoter","Amygdaloid structure","12"
"AR gene","Amygdaloid structure","12"
"NTRK2 Gene","Amygdaloid structure","12"
"AVP wt Allele","Amygdaloid structure","12"
"STAT3 Gene","Structure of nucleus infundibularis hypothalami","12"
"KISS1R Gene","Structure of nucleus infundibularis hypothalami","12"
"LITAF gene","Auditory area","12"
"PPFIBP1 wt Allele","Auditory area","12"
"AKT1S1 wt Allele","Brain Stem","12"
"CDKN2A wt Allele","Brain Stem","12"
"Retinoic Acid Response Element","Brain Stem","12"
"Genes","Cerebellar cortex structure","12"
"CALCA Gene","Cerebellum","12"
"NTRK2 Gene","Cerebellum","12"
"RANGAP1 wt Allele","Cerebellum","12"
"S100A9 wt Allele","Cerebellum","12"
"TARDBP wt Allele","Cerebellum","12"
"PRNP wt Allele","Cerebellum","12"
"GRM5 wt Allele","Cerebellum","12"
"TCEA1 Gene","Cerebral cortex","12"
"TCEA1 wt Allele","Cerebral cortex","12"
"ATG5 wt Allele","Cerebral cortex","12"
"TFRC wt Allele","Cerebral cortex","12"
"SERPINA1 gene","Cerebral cortex","12"
"SERPINA1 wt Allele","Cerebral cortex","12"
"PRRT2 wt Allele","Cerebral cortex","12"
"IL12A wt Allele","Cerebral cortex","12"
"FURIN Gene","Cerebral cortex","12"
"DLG4 Gene","Cerebral cortex","12"
"MAPT gene","Cerebral cortex","12"
"DNMT1 Gene","Cerebral cortex","12"
"AR gene","Cerebral cortex","12"
"ARHGEF7 wt Allele","Cerebral cortex","12"
"AVPR2 wt Allele","Cerebral cortex","12"
"FMR1 gene","Cerebral cortex","12"
"ras Oncogene","Cerebral cortex","12"
"EHMT1 Gene","Cerebral cortex","12"
"SNCA gene","Cerebral cortex","12"
"Clustered Regularly Interspaced Short Palindromic Repeats","Cerebral cortex","12"
"GFAP gene","Corpus Callosum","12"
"CD69 wt Allele","Corpus Callosum","12"
"APP gene","Corpus Callosum","12"
"MAPT wt Allele","Corpus Callosum","12"
"Estrogen Receptors","Corpus striatum structure","12"
"PARK7 wt Allele","Corpus striatum structure","12"
"CAT Gene","Lobe, Frontal","12"
"TNF Gene","Lobe, Frontal","12"
"OTOF gene","Auditory Hair Cell","12"
"S100B wt Allele","BRAIN, HIPPOCAMPUS","12"
"FOS wt Allele","BRAIN, HIPPOCAMPUS","12"
"Enhancer of transcription","BRAIN, HIPPOCAMPUS","12"
"ASCL1 Gene","BRAIN, HIPPOCAMPUS","12"
"HSPG2 Gene","BRAIN, HIPPOCAMPUS","12"
"F9 wt Allele","BRAIN, HIPPOCAMPUS","12"
"LRRK2 gene","BRAIN, HIPPOCAMPUS","12"
"HSF1 Gene","BRAIN, HIPPOCAMPUS","12"
"NRXN1 Gene","BRAIN, HIPPOCAMPUS","12"
"GOPC Gene","BRAIN, HIPPOCAMPUS","12"
"ARHGEF7 wt Allele","BRAIN, HIPPOCAMPUS","12"
"CXCR4 Gene","BRAIN, HIPPOCAMPUS","12"
"Genes, Reporter","BRAIN, HIPPOCAMPUS","12"
"PYCARD Gene","BRAIN, HIPPOCAMPUS","12"
"TXNIP Gene","BRAIN, HIPPOCAMPUS","12"
"GNRH1 Gene","Structure of anterior hypothalamic nucleus","12"
"TH gene","Hypothalamic Area, Lateral","12"
"CCL2 Gene","Hypothalamic Area, Lateral","12"
"NR3C1 Gene","Hypothalamic structure","12"
"TNF Gene","Hypothalamic structure","12"
"GFAP gene","Hypothalamic structure","12"
"SIRT1 Gene","Hypothalamic structure","12"
"FOS Gene","Hypothalamic structure","12"
"AVP wt Allele","Hypothalamic structure","12"
"LITAF gene","Inferior Colliculus","12"
"TCEA1 Gene","Insula of Reil","12"
"TCEA1 wt Allele","Insula of Reil","12"
"ATP8A2 wt Allele","Structure of locus ceruleus","12"
"ENG wt Allele","Structure of locus ceruleus","12"
"APP gene","Structure of locus ceruleus","12"
"EPHB2 Gene","Structure of locus ceruleus","12"
"MAP Kinase Gene","Structure of locus ceruleus","12"
"TH gene","Structure of median forebrain bundle","12"
"CRH wt Allele","Median eminence of hypothalamus","12"
"PBX1 wt Allele","Median eminence of hypothalamus","12"
"TRH Gene","Median eminence of hypothalamus","12"
"LEP Gene","Median eminence of hypothalamus","12"
"Wild Type","Medulla Oblongata","12"
"PITX2 wt Allele","Medulla Oblongata","12"
"LTF Gene","Medulla Oblongata","12"
"SLC6A3 wt Allele","Midbrain structure","12"
"SNCA gene","Midbrain structure","12"
"GC Gene","Structure of olfactory bulb","12"
"GC wt Allele","Structure of olfactory bulb","12"
"GBA wt Allele","Structure of olfactory bulb","12"
"GNRH1 wt Allele","Structure of olfactory bulb","12"
"GHRL Gene","Structure of olfactory bulb","12"
"NPY Gene","Pituitary Gland","12"
"GNRH2 Gene","Pituitary Gland","12"
"GNRH2 wt Allele","Pituitary Gland","12"
"OXT Gene","Preoptic Areas","12"
"PGR Gene","Preoptic Areas","12"
"SYP Gene","Purkinje Cells","12"
"FBN1 wt Allele","Purkinje Cells","12"
"HRAS gene","Purkinje Cells","12"
"CDKN1A Gene","Purkinje Cells","12"
"CDKN1A wt Allele","Purkinje Cells","12"
"Estrogen Receptors","Purkinje Cells","12"
"ESR1 Gene","Purkinje Cells","12"
"estrogen receptor alpha, human","Purkinje Cells","12"
"DKK1 wt Allele","Purkinje Cells","12"
"CACNA1A gene","Purkinje Cells","12"
"Chloramphenicol Acetyl Transferase Gene","Red nucleus structure","12"
"CAT Gene","Red nucleus structure","12"
"Chloramphenicol O-Acetyltransferase","Red nucleus structure","12"
"Chloramphenicol Acetyl Transferase Gene","Reticular Formation","12"
"CAT Gene","Reticular Formation","12"
"Chloramphenicol O-Acetyltransferase","Reticular Formation","12"
"Genes, Homeobox","Hindbrain","12"
"RPL5 wt Allele","Somatosensory Cortex","12"
