"brainregion","disease","count"
"Pontine structure","Alzheimer's Disease","6"
"Pontine structure","Sudden infant death syndrome","6"
"Preoptic Areas","Ovarian Diseases","6"
"Purkinje Cells","Dystonia Disorders","6"
"Purkinje Cells","Hereditary Diseases","6"
"Pyramidal Tracts","Motor Neuron Disease","6"
"Nuclei, Raphe","Obsessive-Compulsive Disorder","6"
"Nuclei, Raphe","Bipolar Disorder","6"
"Respiratory Center","Spinal Cord Diseases","6"
"Reticular Formation","Sudden infant death syndrome","6"
"Septal Nuclei","Spinal Cord Diseases","6"
"Septal Nuclei","cortex bone disorders","6"
"Somatosensory Cortex","Functional disorder","6"
"Somatosensory Cortex","Pervasive Development Disorder","6"
"Stria Vascularis","Diseases of inner ear","6"
"Area striata structure","Disease Progression","6"
"Area striata structure","Alzheimer's Disease","6"
"Structure of suprachiasmatic nucleus","Liver diseases","6"
"Structure of suprachiasmatic nucleus","Skin endocrine disorder","6"
"Structure of suprachiasmatic nucleus","Disease Progression","6"
"Structure of supraoptic nucleus","cortex bone disorders","6"
"Telencephalon","Renal glomerular disease","6"
"Telencephalon","Liver diseases","6"
"Temporal Lobe","Spinal Cord Diseases","6"
"Temporal Lobe","Pick Disease of the Brain","6"
"Temporal Lobe","Disorders, Mental","6"
"Temporal Lobe","Mesulam Syndrome","6"
"Thalamic structure","Renal glomerular disease","6"
"Thalamic structure","Norrie disease","6"
"Thalamic structure","Neurotoxicity Syndromes","6"
"Thalamic structure","Movement Disorders","6"
"Thalamic structure","Recurrent disease","6"
"Thalamic structure","Shy-Drager Syndrome","6"
"Trigeminal Nuclei","cortex bone disorders","6"
"Vestibular nucleus structure","cortex bone disorders","6"
"Visual Cortex","Alzheimer's Disease","6"
"Prosencephalon","Hypertensive disease","6"
"Prosencephalon","Skin endocrine disorder","6"
"Prosencephalon","Disorder nervous system","6"
"Prosencephalon","Neurodegenerative Disorders","6"
"Prosencephalon","Mood Disorders","6"
"Dentate nucleus","Spinal Cord Diseases","6"
"Precentral gyrus","cortex bone disorders","6"
"Structure of angular gyrus","Cardiovascular Diseases","6"
"Structure of dentate gyrus","Disease Progression","6"
"Structure of dentate gyrus","Hodgkin Disease","6"
"Posterior cerebral commissure","Hashimoto Disease","6"
"Structure of anterior commissure","cortex bone disorders","6"
"Pulvinar structure","Retinal Diseases","6"
"Structure of ansa lenticularis","Hamartoma Syndrome, Multiple","6"
"Habenula","Disorders, Mental","6"
"Structure of rubrospinal tract","Disorder nervous system","6"
"Structure of rubrospinal tract","Van der Woude syndrome","6"
"Inferior cerebellar peduncle","Spinal Cord Diseases","6"
"Optic tract structure","cortex bone disorders","6"
"Cochlear nucleus structure","Spinal Cord Diseases","6"
"Olfactory tract","cortex bone disorders","6"
"Neostriatum","Autism Spectrum Disorders","6"
"Neostriatum","Colonic Diseases","6"
"Prefrontal Cortex","Attention Deficit Disorder","6"
"Prefrontal Cortex","Disease Progression","6"
"Prefrontal Cortex","Neurodegenerative Disorders","6"
"Prefrontal Cortex","Alcohol use disorder","6"
"Neocortex","Autistic Disorder","6"
"Structure of entorhinal cortex","Disease Progression","6"
"central amygdalar nucleus","Spinal Cord Diseases","6"
"central amygdalar nucleus","Hypertensive disease","6"
"central amygdalar nucleus","Recurrent disease","6"
"central amygdalar nucleus","Alcohol use disorder","6"
"Set of basolateral nuclei of amygdala","Hamartoma Syndrome, Multiple","6"
"Set of basolateral nuclei of amygdala","Recurrent disease","6"
"Set of basolateral nuclei of amygdala","Functional disorder","6"
"Set of basolateral nuclei of amygdala","Depressive disorder","6"
"basolateral nucleus of the amygdala","Williams Syndrome","6"
"Lateral Septal Nucleus","Sweet Syndrome","6"
"Medial Septal Nucleus","Functional disorder","6"
"Paratenial Nucleus","cortex bone disorders","6"
"Structure of preoptic periventricular nucleus","Pituitary Diseases","6"
"Nucleus of optic tract","Pituitary Diseases","6"
"Dorsal Nucleus Raphe","Mild cognitive disorder","6"
"Interpeduncular nucleus","Functional disorder","6"
"Ventral Tegmental Area","Alzheimer's Disease","6"
"Lateral superior olivary nucleus","Lung Diseases, Interstitial","6"
"Nucleus solitarius","Sudden infant death syndrome","6"
"Bundle, Predorsal","Spinal Cord Diseases","6"
"Bundle, Predorsal","Dyskinetic syndrome","6"
"Pyramidal Cells","Syndrome","6"
"Pyramidal Cells","Psychotic Disorders","6"
"Pyramidal Cells","Sweet Syndrome","6"
"Pyramidal Cells","Leigh Disease","6"
"Pyramidal Cells","Disorders, Mental","6"
"Pyramidal Cells","Williams Syndrome","6"
"Pyramidal Cells","Sturge-Weber Syndrome","6"
"Cerebral hemisphere structure (body structure)","Motor Neuron Disease","6"
"Cerebral hemisphere structure (body structure)","Occlusion of artery (disorder)","6"
"Cerebral hemisphere structure (body structure)","Disorders, Mental","6"
"Cerebral hemisphere structure (body structure)","Sequela of disorder","6"
"Cerebral hemisphere structure (body structure)","Meningeal disorder","6"
"Structure of fissure of Sylvius","Sweet Syndrome","6"
"Structure of central sulcus","Coffin-Siris syndrome","6"
"Structure of Reil's limiting sulcus","cortex bone disorders","6"
"Structure of superior longitudinal fasciculus","Psychotic Disorders","6"
"Structure of cingulum","Alzheimer's Disease","6"
"Anterodorsal nucleus of thalamus","Creutzfeldt-Jakob disease","6"
"Medial Dorsal Nucleus","Pervasive Development Disorder","6"
"Medial Dorsal Nucleus","Psychotic Disorders","6"
"Ventral Lateral Thalamic Nucleus","Spinal Cord Diseases","6"
"Lateral posterior nucleus of thalamus","Leigh Disease","6"
"Paracentral Thalamic Nucleus","Hashimoto Disease","6"
"Nucleus of Ansa Lenticularis","Hamartoma Syndrome, Multiple","6"
"Tuberomammillary Nucleus","cortex bone disorders","6"
"Tuberomammillary Nucleus","Gilles de la Tourette syndrome","6"
"Tuberomammillary Nucleus","Timothy syndrome","6"
"Medial nucleus of habenula","cortex bone disorders","6"
"Lateral habenular nucleus","cortex bone disorders","6"
"Central gray substance of midbrain","Functional disorder","6"
"Superior colliculus of corpora quadrigemina","Depressive disorder","6"
"Pontine nuclei","Renal glomerular disease","6"
"Pontine nuclei","cortex bone disorders","6"
"Cerebellar gracile lobule","cortex bone disorders","6"
"Structure of reticular formation of medulla oblongata","Peripheral Arterial Diseases","6"
"Structure of cranial nerve nucleus","Spinal Cord Diseases","6"
"Oculomotor nucleus","Spinal Cord Diseases","6"
"Cerebrum","Liver diseases","6"
"Cerebrum","Alzheimer's Disease","6"
"Marginal Sulcus","Functional disorder","6"
"Nucleus of anterior commissure","cortex bone disorders","6"
"Pedunculopontine Tegmental Nucleus","Alzheimer's Disease","6"
"Pedunculopontine Tegmental Nucleus","Sleep Disorders","6"
"Metencephalon","Brain Diseases","6"
"Metencephalon","Pervasive Development Disorder","6"
"Area, Septal","cortex bone disorders","6"
"caudal raphe nuclei","Spinal Cord Diseases","6"
"CA1 field","Conjunctival Diseases","6"
"CA2 field","Disease Progression","6"
"CA3 field","Neurotoxicity Syndromes","6"
"Genus Hippocampus","Skin endocrine disorder","6"
"Genus Hippocampus","Sequela of disorder","6"
"Genus Hippocampus","Hodgkin Disease","6"
"Genus Hippocampus","Virus Diseases","6"
"Genus Hippocampus","Metabolic Diseases","6"
"Entire Reil's limiting sulcus","cortex bone disorders","6"
"Entire hippocampus","cortex bone disorders","6"
"Entire Brodmann areas 17 (striate cortex), 18 (parastriate cortex) and 19 (peristriate cortex) of occipital lobe","Alzheimer's Disease","6"
"Structure of medial globus pallidus","Dystonia Disorders","6"
"Planum temporale (PT)","cortex bone disorders","6"
"Basal Forebrain","Syndrome","6"
"Basal Forebrain","Cognition Disorders","6"
"Retinohypothalamic tract","Retinal Diseases","6"
"Brodmann area 18","Myeloproliferative Syndrome, Transient","6"
"Orbital cortex","cortex bone disorders","6"
"Sensorimotor Cortex","Hamartoma Syndrome, Multiple","6"
"Amygdaloid structure","Seasonal Affective Disorder","5"
"Amygdaloid structure","Obsessive-Compulsive Disorder","5"
"Amygdaloid structure","Disorder nervous system","5"
"Structure of nucleus infundibularis hypothalami","Liver diseases","5"
"Structure of nucleus infundibularis hypothalami","Polycystic Ovary Syndrome","5"
"Auditory pathway structure","Functional disorder","5"
"Basal Ganglia","Rett Syndrome","5"
"Basal Ganglia","Down Syndrome","5"
"Basal Ganglia","Attention deficit hyperactivity disorder","5"
"Basal Ganglia","Retinal Diseases","5"
"Basal Ganglia","Shy-Drager Syndrome","5"
"Basal Nucleus of Meynert","Vasodilation disorder","5"
"Basal Nucleus of Meynert","Disorder nervous system","5"
"Brain Stem","Eosinophilic disorder","5"
"Brain Stem","Machado-Joseph Disease","5"
"Brain Stem","Niemann-Pick Disease, Type C","5"
"Brain Stem","Hamartoma Syndrome, Multiple","5"
"Brain Stem","Pancreatic Diseases","5"
"Brain Stem","Sensitization (disorder)","5"
"Caudate nucleus structure","Parkinsonian Disorders","5"
"Caudate nucleus structure","Lewy Body Disease","5"
"Cerebellar cortex structure","Cerebellar Diseases","5"
"Cerebellum","Van der Woude syndrome","5"
"Cerebellum","Gardner Syndrome","5"
"Cerebellum","Greig cephalopolysyndactyly syndrome","5"
"Cerebellum","Sequela of disorder","5"
"Cerebellum","Fetal Alcohol Spectrum Disorders","5"
"Cerebellum","Rett Syndrome","5"
"Cerebellum","Chronic Fatigue Syndrome","5"
"Cerebellum","Gilles de la Tourette syndrome","5"
"Cerebellum","Brain Diseases","5"
"Cerebral cortex","Dyskinetic syndrome","5"
"Cerebral cortex","Dementia due to Alzheimer's disease (disorder)","5"
"Cerebral cortex","Shwachman syndrome","5"
"Cerebral cortex","Disorder of pineal gland","5"
"Cerebral cortex","Sexually Transmitted Diseases","5"
"Cerebral cortex","New Variant Creutzfeldt-Jakob Disease","5"
"Cerebral cortex","Lung diseases","5"
"Cerebral cortex","Myeloproliferative Syndrome, Transient","5"
"Cerebral cortex","Chronic disease","5"
"Cerebral cortex","Seasonal Affective Disorder","5"
"Cerebral cortex","Penile Diseases","5"
"Cerebral cortex","Diseases of inner ear","5"
"Cerebral cortex","Sturge-Weber Syndrome","5"
"Cerebral cortex","Ovarian Diseases","5"
"Cerebral cortex","Tic disorder","5"
"Cerebral cortex","Behavior Disorders","5"
"Cerebral cortex","Werner Syndrome","5"
"Cerebral cortex","Idiopathic pneumonia syndrome","5"
"Cerebral cortex","Virus Diseases","5"
"Cerebral cortex","Recurrent disease","5"
"Cerebral cortex","Lafora Disease","5"
"Cerebral cortex","Eosinophilic disorder","5"
"Cerebral cortex","Rabies (disorder)","5"
"Cochlear Nerve","Sensorineural hearing loss (disorder)","5"
"Cochlear Nerve","cortex bone disorders","5"
"Corpus striatum structure","Melkersson-Rosenthal Syndrome","5"
"Corpus striatum structure","Immunologic Deficiency Syndromes","5"
"Structure of diencephalon","Functional disorder","5"
"Ependyma","cortex bone disorders","5"
"Lobe, Frontal","Pervasive Development Disorder","5"
"Lobe, Frontal","Bipolar Disorder","5"
"Lobe, Frontal","Drug withdrawal syndrome","5"
"Geniculate body structure","Retinal Diseases","5"
"Geniculate body structure","cortex bone disorders","5"
"Globus Pallidus","Disorder nervous system","5"
"Globus Pallidus","Herpes zoster disease","5"
"Globus Pallidus","Syndrome","5"
"Gyrus Cinguli","Depressive disorder","5"
"BRAIN, HIPPOCAMPUS","DISORDERS OF THE OPTIC NERVE","5"
"BRAIN, HIPPOCAMPUS","Androgen-Insensitivity Syndrome","5"
"BRAIN, HIPPOCAMPUS","Cat-Scratch Disease","5"
"BRAIN, HIPPOCAMPUS","Congenital secretory diarrhea, sodium type (disorder)","5"
"BRAIN, HIPPOCAMPUS","Triglyceride storage disease with ichthyosis","5"
"BRAIN, HIPPOCAMPUS","Delirium, Dementia, Amnestic, Cognitive Disorders","5"
"BRAIN, HIPPOCAMPUS","Pendred's syndrome","5"
"BRAIN, HIPPOCAMPUS","Pigment dispersion syndrome (disorder)","5"
"BRAIN, HIPPOCAMPUS","Christ-Siemens-Touraine syndrome","5"
"BRAIN, HIPPOCAMPUS","Mesulam Syndrome","5"
"BRAIN, HIPPOCAMPUS","Hereditary Diseases","5"
"BRAIN, HIPPOCAMPUS","Machado-Joseph Disease","5"
"Hypothalamic Area, Lateral","Depressive disorder","5"
"Hypothalamic structure","Neurotoxicity Syndromes","5"
"Hypothalamic structure","Hashimoto Disease","5"
"Hypothalamic structure","Meningeal disorder","5"
"Hypothalamic structure","Disorder nervous system","5"
"Hypothalamic structure","DISORDERS OF THE OPTIC NERVE","5"
"Hypothalamic structure","Mood Disorders","5"
"Hypothalamic structure","Narcolepsy-Cataplexy Syndrome","5"
"Hypothalamic structure","Prader-Willi Syndrome","5"
"Hypothalamic structure","Metabolic Syndrome X","5"
"Hypothalamic structure","Sudden infant death syndrome","5"
"Posterior Hypothalamic Region","Seasonal Affective Disorder","5"
"Inferior Colliculus","Disease of thymus gland","5"
"Inferior Colliculus","Kartagener Syndrome","5"
"Inferior Colliculus","Functional disorder","5"
"Inferior Colliculus","Ovarian Diseases","5"
"Inferior Colliculus","Depressive disorder","5"
"Insula of Reil","Irritable Bowel Syndrome","5"
"Insula of Reil","Psychotic Disorders","5"
"Structure of locus ceruleus","Down Syndrome","5"
"Structure of locus ceruleus","Substance Withdrawal Syndrome","5"
"Structure of locus ceruleus","Mood Disorders","5"
"Median eminence of hypothalamus","cortex bone disorders","5"
"Medulla Oblongata","Retinal Diseases","5"
"Medulla Oblongata","Disease Progression","5"
"Medulla Oblongata","Hamartoma Syndrome, Multiple","5"
"Midbrain structure","Hamartoma Syndrome, Multiple","5"
"Midbrain structure","Attention Deficit Disorder","5"
"Midbrain structure","Alzheimer's Disease","5"
"Motor Cortex","Hamartoma Syndrome, Multiple","5"
"Motor Cortex","Huntington Disease","5"
"Nucleus Accumbens","Alzheimer's Disease","5"
"Occipital lobe","Creutzfeldt-Jakob disease","5"
"Occipital lobe","Functional disorder","5"
"Structure of olfactory bulb","Lewy Body Disease","5"
"Organ of Corti structure","Diseases of inner ear","5"
"Structure of paraventricular nucleus","Skin endocrine disorder","5"
"Parietal Lobe","Hamartoma Syndrome, Multiple","5"
"Parietal Lobe","Depressive disorder","5"
"Parietal Lobe","Popliteal pterygium syndrome","5"
"Pineal gland","cortex bone disorders","5"
"Pituitary Gland","Disorders, Mental","5"
"Pituitary Gland, Posterior","Spinal Cord Diseases","5"
"Purkinje Cells","Sweet Syndrome","5"
"Purkinje Cells","Renal glomerular disease","5"
"Purkinje Cells","Sudden infant death syndrome","5"
"Reticular Formation","Depressive disorder","5"
"Reticular Formation","Retinal Diseases","5"
"Hindbrain","Pituitary Diseases","5"
"Somatosensory Cortex","Autism Spectrum Disorders","5"
"Structure of spiral ganglion","Diseases of inner ear","5"
"Area striata structure","Opitz-Frias syndrome","5"
"Area striata structure","DISORDERS OF THE OPTIC NERVE","5"
"Area striata structure","Adult Fanconi syndrome","5"
"Substantia nigra structure","Dyskinetic syndrome","5"
"Substantia nigra structure","Menkes Kinky Hair Syndrome","5"
"Telencephalon","Neurotoxicity Syndromes","5"
"Telencephalon","Huntington Disease","5"
"Temporal Lobe","neuropathology disease","5"
"Thalamic Nuclei","Alzheimer's Disease","5"
"Thalamic structure","Disorder of pineal gland","5"
"Thalamic structure","Psychotic Disorders","5"
"Thalamic structure","Disorders, Mental","5"
"Thalamic structure","Menkes Kinky Hair Syndrome","5"
"Vestibular nucleus structure","Diseases of inner ear","5"
"Prosencephalon","Liver diseases","5"
"Prosencephalon","Nose Diseases","5"
"Prosencephalon","Huntington Disease","5"
"Prosencephalon","DISORDERS OF THE OPTIC NERVE","5"
"Dentate nucleus","Syndrome","5"
"Dentate nucleus","DISORDERS OF THE OPTIC NERVE","5"
"Dentate nucleus","Alzheimer's Disease","5"
"Lateral geniculate complex","Syndrome, Bloch-Sulzberger","5"
"Lateral ventricle structure","Parkinson Disease","5"
"Cerebral white matter structure","cortex bone disorders","5"
"Inferior frontal gyrus","Pervasive Development Disorder","5"
"Superior temporal gyrus","Alzheimer's Disease","5"
"Structure of inferior temporal gyrus","Down Syndrome","5"
"Structure of dentate gyrus","Neurotoxicity Syndromes","5"
"Structure of dentate gyrus","Neurodegenerative Disorders","5"
"Structure of dentate gyrus","Marfan Syndrome","5"
"Structure of dentate gyrus","Major Depressive Disorder","5"
"Lamina Terminalis","Spinal Cord Diseases","5"
"Internal capsule posterior limb structure","Aicardi's syndrome","5"
"External capsule","Parkinson Disease","5"
"External capsule","Leigh Disease","5"
"Structure of suprageniculate nucleus","Alzheimer's Disease","5"
"Structure of thalamic fasciculus","Retinal Diseases","5"
"Epithalamic structure","Disorder of pineal gland","5"
"Habenula","Spinal Cord Diseases","5"
"Habenula","cortex bone disorders","5"
"Habenula","Major Depressive Disorder","5"
"Habenula","Syndrome, Bloch-Sulzberger","5"
"Structure of commissure of superior colliculus","Pituitary Diseases","5"
"Structure of rubrospinal tract","Leigh Disease","5"
"Cerebellar white matter","Spinal Cord Diseases","5"
"Flocculonodular lobe","cortex bone disorders","5"
"Cochlear nucleus structure","Diseases of inner ear","5"
"Olfactory Cortex","cortex bone disorders","5"
"Neostriatum","Melkersson-Rosenthal Syndrome","5"
"Neostriatum","Brain Diseases","5"
"Neostriatum","motor disorder","5"
"Neostriatum","Immunologic Deficiency Syndromes","5"
"Prefrontal Cortex","Rett Syndrome","5"
"Prefrontal Cortex","Van der Woude syndrome","5"
"Prefrontal Cortex","Huntington Disease","5"
