"gene","disease","count"
"CD69 wt Allele","Methamphetamine","13"
"PCYT1A wt Allele","Hypersensitivity","13"
"YY1 wt Allele","Injury due to exposure to external cause","13"
"PROC wt Allele","Injury due to exposure to external cause","13"
"KHDRBS1 wt Allele","Oxidative Stress","13"
"KHDRBS1 wt Allele","Nerve Degeneration","13"
"PARK7 wt Allele","Pathogenesis","13"
"Clustered Regularly Interspaced Short Palindromic Repeats","Amyotrophic Lateral Sclerosis","13"
"KRT17 wt Allele","Injury due to exposure to external cause","13"
"PODXL wt Allele","Injury due to exposure to external cause","13"
"FAM49B wt Allele","Schizophrenia","13"
"IAPP wt Allele","Body Weight","13"
"SPARCL1 wt Allele","Diabetes Mellitus","13"
"Alleles","Senile Plaques","12"
"Alleles","Disease Progression","12"
"Chromosomes, Human, Pair 21","Syndrome","12"
"Genes","Virus Diseases","12"
"Genes","Psychotic Disorders","12"
"Genes","Hypogonadotropic hypogonadism","12"
"Genes","Adverse reactions","12"
"Genes","Chromosomal translocation","12"
"Genes","Alcohol consumption","12"
"Genes","Ataxia Telangiectasia","12"
"Genes","Diabetes","12"
"Genes","Global developmental delay","12"
"Genome","Sex Behavior","12"
"Genome","Disorders, Mental","12"
"Genotype","Fear","12"
"Genotype","Neurofibrillary degeneration (morphologic abnormality)","12"
"Heterozygote","Abnormal behavior","12"
"Homozygote","Cessation of life","12"
"Homozygote","Death (finding)","12"
"Homozygote","Functional disorder","12"
"Homozygote","Pathology processes","12"
"Estrogen Receptors","Alzheimer's Disease","12"
"Estrogen Receptors","Functional disorder","12"
"c-fos Genes","Depressive disorder","12"
"c-fos Genes","Cancer patients and suicide and depression","12"
"c-fos Genes","Common Cold","12"
"Promoter","Glioma","12"
"Promoter","Retinal Diseases","12"
"Epidermal Growth Factor","Anoxia","12"
"Replication Origin","Cocaine","12"
"Transgenes","Toxic effect","12"
"Transgenes","Hypersensitivity","12"
"Transgenes","Malnutrition","12"
"PTEN gene","Autistic Disorder","12"
"TNF Gene","Experimental Autoimmune Encephalomyelitis","12"
"TNF Gene","Cerebral Edema","12"
"TNF Gene","DEPRESSION MENTAL","12"
"TNF Gene","Depressive disorder","12"
"TNF Gene","Cancer patients and suicide and depression","12"
"TNF Gene","Anxiety","12"
"E2F1 Gene","Cessation of life","12"
"E2F1 Gene","Death (finding)","12"
"ERBB4 Gene","Fear","12"
"CSF1R Gene","Leukoencephalopathies","12"
"ATM gene","Traumatic Brain Injury","12"
"ATR Gene","Ataxia Telangiectasia","12"
"BDNF Gene","Multiple Sclerosis","12"
"BDNF Gene","Schizophrenia","12"
"BDNF Gene","Pathology processes","12"
"BDNF Gene","Nerve injury","12"
"BDNF Gene","Methamphetamine","12"
"BDNF Gene","Colitis","12"
"BIN1 Gene","Pathology processes","12"
"C3 Gene","Hypersensitivity","12"
"CEACAM5 Gene","Pain","12"
"CSPG4 Gene","Spinal Cord Injuries","12"
"EPHB2 Gene","Fear","12"
"EPHB2 Gene","Epilepsy","12"
"GCG Gene","Diabetes Mellitus","12"
"HMGB1 Gene","Brain Injuries","12"
"IFNAR1 Gene","Hypersensitivity","12"
"IRS1 Gene","Insulin Resistance","12"
"MSC Gene","Cerebrovascular accident","12"
"MSC Gene","Alzheimer's Disease","12"
"MSC Gene","Epidermodysplasia Verruciformis","12"
"NR3C1 Gene","Anxiety","12"
"NR3C1 Gene","Toxic effect","12"
"PSIP1 Gene","biologic degeneration","12"
"RRM1 Gene","Hypersensitivity","12"
"SST Gene","Functional disorder","12"
"TLR4 Gene","Cerebrovascular accident","12"
"TLR4 Gene","Cerebral Hemorrhage","12"
"CCL2 Gene","Spinal Cord Diseases","12"
"INS gene","Weight Gain","12"
"INS gene","DEPRESSION MENTAL","12"
"INS gene","Depressive disorder","12"
"INS gene","Cancer patients and suicide and depression","12"
"INS gene","Adiposity","12"
"INS gene","Brain Injuries","12"
"INS gene","Congenital Abnormality","12"
"APP gene","Newborn (finding)","12"
"APP gene","Familial Alzheimer Disease (FAD)","12"
"APP gene","Inflammation","12"
"APP gene","Anxiety","12"
"CRH Gene","Fear","12"
"CRH Gene","Alcohol consumption","12"
"CYP19A1 Gene","Gliosis","12"
"CYP19A1 Gene","Cerebral Infarction","12"
"SET Gene","Coitus","12"
"SET Gene","Fear","12"
"FASTK Gene","Test Result","12"
"AVP Gene","Lesion","12"
"EPO Gene","Traumatic Brain Injury","12"
"MAPK3 Gene","Hypoxia","12"
"MAPK3 Gene","Toxic effect","12"
"MAPK3 Gene","cortex bone disorders","12"
"MAPK3 Gene","Cocaine","12"
"MAPK3 Gene","Cerebral Infarction","12"
"MAPK14 Gene","Inflammation","12"
"GYPA Gene","Abnormal degeneration","12"
"GYPA Gene","Spinal Cord Diseases","12"
"ANG Gene","Inflammation","12"
"CALCA Gene","Pain","12"
"AR gene","Bulbo-Spinal Atrophy, X-Linked","12"
"MAP Kinase Gene","Hypoxia","12"
"MAP Kinase Gene","Fear","12"
"MAP Kinase Gene","Cell Death","12"
"APOE gene","Mild cognitive disorder","12"
"APOE gene","Cutaneous plaque","12"
"ASPA gene","Canavan Disease","12"
"ATOH1 Gene","Lymphoid interstitial pneumonia","12"
"BACE1 Gene","Injury due to exposure to external cause","12"
"CA9 Gene","Abnormal degeneration","12"
"CA9 Gene","Spinal Cord Diseases","12"
"CAT Gene","biologic degeneration","12"
"CREB1 Gene","Cessation of life","12"
"CREB1 Gene","Alzheimer's Disease","12"
"CREB1 Gene","Oxidative Stress","12"
"DMD gene","biologic degeneration","12"
"DMD gene","cortex bone disorders","12"
"EDN1 Gene","Cerebral Infarction","12"
"EDN1 Gene","Cerebral Ischemia","12"
"ELANE Gene","cortex bone disorders","12"
"ESR1 Gene","Neurotoxicity Syndromes","12"
"ESR1 Gene","Hypersensitivity","12"
"ESR1 Gene","Alzheimer's Disease","12"
"ESR1 Gene","Coitus","12"
"MTOR Gene","Memory impairment","12"
"MTOR Gene","Cerebral Ischemia","12"
"MTOR Gene","Cerebrovascular accident","12"
"MTOR Gene","Anoxia","12"
"MTOR Gene","Neurodevelopmental disorder","12"
"GFAP gene","Pathology processes","12"
"GNRH1 Gene","Infertility","12"
"GNRH1 Gene","Polycystic Ovary Syndrome","12"
"GNRH1 Gene","Kallmann Syndrome","12"
"GPER1 gene","Cerebral Infarction","12"
"GRIN2B Gene","cortex bone disorders","12"
"HCRT Gene","Anoxia","12"
"HCRT Gene","Somnolence","12"
"HCRT Gene","Chemosensitization/Potentiation","12"
"HTT gene","Degenerative disorder","12"
"HTT gene","Disorders, Mental","12"
"HTT gene","Obstetric Delivery","12"
"HP Gene","Hypoxia","12"
"IAPP Gene","Obesity","12"
"LEP Gene","Newborn (finding)","12"
"LEP Gene","Cerebrovascular accident","12"
"LTF Gene","Spondyloepiphyseal dysplasia, Omani type","12"
"MAP1LC3A Gene","Traumatic Brain Injury","12"
"MECP2 gene","Impaired health","12"
"MPZ gene","cortex bone disorders","12"
"MSN Gene","Malnutrition","12"
"MTR Gene","Dental Plaque","12"
"MTR Gene","Cutaneous plaque","12"
"MTR Gene","Disease Progression","12"
"NGF Gene","Functional disorder","12"
"PNP Gene","cortex bone disorders","12"
"PNP Gene","Huntington Disease","12"
"NPY Gene","Physical shape","12"
"PAFAH1B1 Gene","Lissencephaly","12"
"SERPINA1 gene","Cell Death","12"
"PHOX2B gene","Congenital central hypoventilation","12"
"PODXL Gene","Hypersensitivity","12"
"PODXL Gene","Ethanol","12"
"PODXL Gene","DEPRESSION MENTAL","12"
"PROC Gene","Hypersensitivity","12"
"PROC Gene","Ethanol","12"
"PROC Gene","DEPRESSION MENTAL","12"
"RASA1 Gene","Seizures","12"
"RELN Gene","Physical shape","12"
"RELN Gene","Pathogenesis","12"
"RELN Gene","Depressive disorder","12"
"RELN Gene","Cancer patients and suicide and depression","12"
"REN Gene","Lesion","12"
"SCN1A gene","Febrile Convulsions","12"
"SLC1A2 Gene","Spinal Cord Diseases","12"
"SLC6A3 Gene","Abnormal degeneration","12"
"SOX2 Gene","Coitus","12"
"SOX2 Gene","Sex Behavior","12"
"SQSTM1 Gene","Pathogenesis","12"
"CDKL5 gene","Rett Syndrome","12"
"CDKL5 gene","Intellectual Disability","12"
"TCF4 Gene","Schizophrenia","12"
"TFRC Gene","Chromosome 3-Linked Frontotemporal Dementia","12"
"TH gene","Neoplastic Cell Transformation","12"
"TH gene","Carcinogenesis","12"
"UBE3A gene","Autism Spectrum Disorders","12"
"CNTNAP2 Gene","Autistic Disorder","12"
"FOXP2 Gene","cortex bone disorders","12"
"SHANK3 Gene","Physical shape","12"
"SHANK3 Gene","Atrial Septal Defects","12"
"PINK1 gene","Parkinsonian Disorders","12"
"PINK1 gene","Physical shape","12"
"SIRT1 Gene","Impaired cognition","12"
"SIRT1 Gene","Brain Injuries","12"
"PARK7 Gene","Parkinson Disease","12"
"NLRP3 Gene","Diabetes","12"
"NLRP3 Gene","Diabetes Mellitus","12"
"LITAF gene","Physical activity","12"
"LITAF gene","Functional disorder","12"
"TXNIP Gene","Brain Injuries","12"
"BBC3 Gene","Cessation of life","12"
"BBC3 Gene","Death (finding)","12"
"LRRK2 gene","Parkinsonian Disorders","12"
"LRRK2 gene","Congenital Abnormality","12"
"LRRK2 gene","Disease Progression","12"
"ANTXR1 Gene","Ataxia Telangiectasia","12"
"CP Gene","Ethanol","12"
"TF gene","Hereditary pancreatitis","12"
"TF gene","Hyperplastic Polyp","12"
"MAPT gene","Abnormal degeneration","12"
"CACNA1A gene","Familial Hemiplegic Migraine","12"
"Tumor Necrosis Factor-alpha","Anxiety","12"
"Retinoic Acid Response Element","Impaired cognition","12"
"Retinoic Acid Response Element","Complication","12"
"Retinoic Acid Response Element","Ataxia","12"
"Retinoic Acid Response Element","Spinal Cord Diseases","12"
"Long Interspersed Element","MUTYH-Associated Polyposis","12"
"Long Interspersed Element","Alcohol consumption","12"
"Long Interspersed Element","Frontotemporal dementia","12"
"Long Interspersed Element","Equine laminitis","12"
"Long Interspersed Element","Hyperactive behavior","12"
"Long Interspersed Element","Glioblastoma","12"
"Long Interspersed Element","Cerebrovascular accident","12"
"estrogen receptor alpha, human","Neurotoxicity Syndromes","12"
"estrogen receptor alpha, human","Alzheimer's Disease","12"
"estrogen receptor alpha, human","Functional disorder","12"
"PARP1 Gene","Dysplastic Nevus","12"
"PLOD1 gene","Ethanol","12"
"TOR1A gene","Dystonia","12"
"ADIPOQ Gene","Obesity","12"
"ENG wt Allele","Disorder of pineal gland","12"
"ENG wt Allele","Retinal Diseases","12"
"ENG wt Allele","Varicosity","12"
"ENG wt Allele","Body Weight","12"
"ENG wt Allele","Newborn (finding)","12"
"ENG wt Allele","Alzheimer's Disease","12"
"ENG wt Allele","Cerebral Ischemia","12"
"HIF1A wt Allele","Hypoxia","12"
"ABCB6 wt Allele","Pathology processes","12"
"SOD1 wt Allele","Injury due to exposure to external cause","12"
"SOD1 wt Allele","Malnutrition","12"
"CREB1 wt Allele","Cessation of life","12"
"CREB1 wt Allele","Alzheimer's Disease","12"
"CREB1 wt Allele","Oxidative Stress","12"
"GLI3 wt Allele","Medulloblastoma","12"
"NR3C1 wt Allele","Toxic effect","12"
"E2F1 wt Allele","Cessation of life","12"
"E2F1 wt Allele","Death (finding)","12"
"NPY wt Allele","Metabolic","12"
"MAPK3 wt Allele","Hypoxia","12"
"MAPK3 wt Allele","cortex bone disorders","12"
"MAPK3 wt Allele","Cocaine","12"
"TP53 wt Allele","Nerve Degeneration","12"
"APP wt Allele","Pathology processes","12"
"ATP8A2 wt Allele","Amyotrophic Lateral Sclerosis","12"
"ATP8A2 wt Allele","Cerebrovascular accident","12"
"TLR4 wt Allele","Epilepsy","12"
"TFRC wt Allele","Spinal Cord Injuries","12"
"MAPK8 wt Allele","Ischemia","12"
"CSPG4 wt Allele","Spinal Cord Injuries","12"
"CALCA wt Allele","Porphyria Cutanea Tarda","12"
"MAPK1 wt Allele","Fear","12"
"MAPK1 wt Allele","Epilepsy","12"
"SST wt Allele","cortex bone disorders","12"
"RANGAP1 wt Allele","Migraine Disorders","12"
"KNG1 wt Allele","Hypersensitivity","12"
"TNFRSF1B wt Allele","biologic degeneration","12"
"TNFRSF1B wt Allele","cortex bone disorders","12"
"AVP wt Allele","Sex Behavior","12"
"PNP wt Allele","cortex bone disorders","12"
"PNP wt Allele","Huntington Disease","12"
"RPS19 wt Allele","Glaucoma","12"
"ESR1 wt Allele","Neurotoxicity Syndromes","12"
"ESR1 wt Allele","Injury due to exposure to external cause","12"
"ESR1 wt Allele","Impaired health","12"
"EREG wt Allele","Toxic effect","12"
"GNRH1 wt Allele","Polycystic Ovary Syndrome","12"
"ITGAM wt Allele","Nerve Degeneration","12"
"CEACAM5 wt Allele","Pain","12"
"GRM5 wt Allele","DEPRESSION MENTAL","12"
"GRM5 wt Allele","Depressive disorder","12"
"GRM5 wt Allele","Cancer patients and suicide and depression","12"
"IFNAR1 wt Allele","Hypersensitivity","12"
"PARP1 wt Allele","Cessation of life","12"
"PARP1 wt Allele","Death (finding)","12"
"PARP1 wt Allele","Dysplastic Nevus","12"
"PIK3CA wt Allele","Alzheimer's Disease","12"
"GHRL Gene","Glucose measurement, blood","12"
"Wild Type","Signs and Symptoms","12"
"Wild Type","Withdrawal","12"
"Wild Type","Swimming","12"
"Wild Type","Niemann-Pick Disease, Type C","12"
"Wild Type","neuropathology disease","12"
"PRNP wt Allele","Fatal Familial Insomnia","12"
"IKBKG wt Allele","Ischemia","12"
"IRF6 wt Allele","Cessation of life","12"
"IRF6 wt Allele","Death (finding)","12"
"IRF6 wt Allele","DEPRESSION MENTAL","12"
"IRF6 wt Allele","Depressive disorder","12"
"IRF6 wt Allele","Cancer patients and suicide and depression","12"
"MAPT wt Allele","Seizures","12"
"MAPT wt Allele","Nail-Patella Syndrome","12"
"MAPT wt Allele","Brain Injuries","12"
"MAPT wt Allele","Newborn (finding)","12"
"MECP2 wt Allele","Congenital Abnormality","12"
"MECP2 wt Allele","Disorder nervous system","12"
"NLRP3 wt Allele","Hypersensitivity","12"
"PAFAH1B1 wt Allele","Lissencephaly","12"
"PITX2 wt Allele","Bloom Syndrome","12"
"PITX2 wt Allele","Resting state","12"
"PITX2 wt Allele","Necrosis","12"
"PMP22 wt Allele","Charcot-Marie-Tooth disease, type IA (disorder)","12"
"FBN1 wt Allele","Hypersensitivity","12"
"FBN1 wt Allele","Multiple Sclerosis","12"
"FANCE wt Allele","Fetal Alcohol Syndrome","12"
"RASA1 wt Allele","Seizures","12"
"SLC1A2 wt Allele","Amyotrophic Lateral Sclerosis","12"
"LTF wt Allele","Spondyloepiphyseal dysplasia, Omani type","12"
"ADIPOQ wt Allele","Obesity","12"
"DKK1 wt Allele","Injury due to exposure to external cause","12"
"UROD wt Allele","Porphyria Cutanea Tarda","12"
"CUX1 wt Allele","biologic degeneration","12"
"CD55 wt Allele","Cholangiocarcinoma","12"
"CD55 wt Allele","DEPRESSION MENTAL","12"
"CD55 wt Allele","Depressive disorder","12"
"CD55 wt Allele","Cancer patients and suicide and depression","12"
"PHGDH wt Allele","Lupus Erythematosus, Systemic","12"
"PHGDH wt Allele","Amyotrophic Lateral Sclerosis","12"
"SERPINA1 wt Allele","Cell Death","12"
"AKT1S1 wt Allele","Sex Behavior","12"
"AKT1S1 wt Allele","Physical shape","12"
"AKT1S1 wt Allele","biologic degeneration","12"
"AKT1S1 wt Allele","Mass of body structure","12"
"MTR wt Allele","Dental Plaque","12"
"MTR wt Allele","Cutaneous plaque","12"
"MTR wt Allele","Disease Progression","12"
"CD69 wt Allele","Forgetful","12"
"CD69 wt Allele","Cell Death","12"
"CD69 wt Allele","Frontotemporal dementia","12"
"CD69 wt Allele","Huntington Disease","12"
"CD69 wt Allele","Migraine Disorders","12"
"CD69 wt Allele","Pervasive Development Disorder","12"
"CD69 wt Allele","Refractory epilepsy","12"
"ANTXR1 wt Allele","Ataxia Telangiectasia","12"
"YY1 wt Allele","Spinal Cord Diseases","12"
"YY1 wt Allele","Neurofibrillary degeneration (morphologic abnormality)","12"
"FMOD wt Allele","Injury due to exposure to external cause","12"
"FMOD wt Allele","Ventricular Fibrillation","12"
"FMOD wt Allele","Ventricular Fibrillation by ECG Finding","12"
"PROC wt Allele","Hypersensitivity","12"
"PROC wt Allele","Ethanol","12"
"PROC wt Allele","DEPRESSION MENTAL","12"
"MAP1LC3A wt Allele","Traumatic Brain Injury","12"
"Clustered Regularly Interspaced Short Palindromic Repeats","Obstetric Delivery","12"
"GPER wt Allele","Cerebral Infarction","12"
"KRT17 wt Allele","Hypersensitivity","12"
"KRT17 wt Allele","Ethanol","12"
"KRT17 wt Allele","Huntington Disease","12"
"KRT17 wt Allele","DEPRESSION MENTAL","12"
"FLNA wt Allele","Spinal Cord Diseases","12"
"PODXL wt Allele","Hypersensitivity","12"
"PODXL wt Allele","Ethanol","12"
"PODXL wt Allele","DEPRESSION MENTAL","12"
"LRP2 wt Allele","Parkinson Disease","12"
"IAPP wt Allele","Obesity","12"
"SLC6A4 wt Allele","Hypersensitivity","12"
"HTR1A wt Allele","Hypersensitivity","12"
"HTR1A wt Allele","Anxiety","12"
"SEPP1 wt Allele","Pain","12"
"Alleles","Pathogenesis","11"
"Alleles","Ataxia","11"
"Alleles","Cerebellar Ataxia","11"
"Alleles","Neurofibrillary degeneration (morphologic abnormality)","11"
"Alleles","Epilepsy","11"
"Chloramphenicol O-Acetyltransferase","Abnormal degeneration","11"
"Chloramphenicol O-Acetyltransferase","biologic degeneration","11"
"Chromosomes, Human, Pair 17","Progressive supranuclear palsy","11"
"DNA, Mitochondrial","Malnutrition","11"
"Genes","Hypertrophy","11"
"Genes","Absence Epilepsy","11"
"Genes","Swimming","11"
"Genes","Aortic Valve Insufficiency","11"
"Genes","Epilepsy, Temporal Lobe","11"
"Genes","Growth retardation","11"
"Genes","Premature Birth","11"
"Genes","Periventricular Nodular Heterotopia","11"
"Genes","Neuralgia","11"
"Genes","Refractory epilepsy","11"
"Genes","Physical activity","11"
"Genes","Adiposity","11"
"Genes","Epidermolysis Bullosa","11"
"Genes","Dysplastic Nevus","11"
"GAG Gene","Hamartoma Syndrome, Multiple","11"
"GAG Gene","Cortical cataract","11"
"Genome","Muscle strain","11"
"Genotype","Physical shape","11"
"Genotype","Disease Progression","11"
"Heterozygote","Cerebellar Ataxia","11"
"Heterozygote","Huntington Disease","11"
"Heterozygote","Neurodevelopmental disorder","11"
"Homozygote","Diabetes Insipidus","11"
"ras Oncogene","Aortic Valve Insufficiency","11"
"ras Oncogene","Adverse reactions","11"
"Estrogen Receptors","Nerve Degeneration","11"
"TP53 gene","Seizures","11"
"TP53 gene","cortex bone disorders","11"
"TP53 gene","Functional disorder","11"
"TP53 gene","Neoplasms","11"
"TP53 gene","Nerve Degeneration","11"
"HRAS gene","Ethanol","11"
"Promoter","Methamphetamine","11"
"Promoter","Seizures","11"
"Epidermal Growth Factor","Toxic effect","11"
"CDKN1A Gene","Ethanol","11"
"Trinucleotide Repeats","Neurodegenerative Disorders","11"
"Transgenes","biologic degeneration","11"
"EXT1 gene","Hereditary Multiple Exostoses","11"
"PTEN gene","Physical shape","11"
"RHOA Gene","Spinal Cord Injuries","11"
"TNF Gene","Withdrawal","11"
"TNF Gene","Abnormal degeneration","11"
"TNF Gene","Hypothermia, natural","11"
"TNF Gene","Hypothermia due to exposure","11"
"TNF Gene","Cerebrovascular accident","11"
"TNF Gene","Pathology processes","11"
"ROS1 Gene","Nerve Degeneration","11"
"CSF1R Gene","Hereditary Diffuse Leukoencephalopathy with Spheroids","11"
"BDNF Gene","Eosinophilic esophagitis","11"
"BDNF Gene","Chemosensitization/Potentiation","11"
"BDNF Gene","Atrophic","11"
"BDNF Gene","Gliosis","11"
"BDNF Gene","Congenital Abnormality","11"
"BDNF Gene","Anxiety","11"
"BDNF Gene","Sex Behavior","11"
"C3 Gene","Ischemia","11"
"CDK5 Gene","Alzheimer's Disease","11"
"CDK5 Gene","Cessation of life","11"
"CDK5 Gene","Death (finding)","11"
"CTSB Gene","Alzheimer's Disease","11"
"CXCR4 Gene","Traumatic Brain Injury","11"
"DLG4 Gene","Injury due to exposure to external cause","11"
"DLG4 Gene","Impaired cognition","11"
"DRD2 Gene","Hypersensitivity","11"
"DRD2 Gene","Malnutrition","11"
"EPHB2 Gene","Malnutrition","11"
"EPHB2 Gene","Cocaine","11"
"F3 Gene","Hereditary pancreatitis","11"
"F3 Gene","Hyperplastic Polyp","11"
"F3 Gene","Skin tag","11"
"GDNF Gene","biologic degeneration","11"
"GDNF Gene","Hypoxia","11"
"GH1 Gene","Dwarfism","11"
"GRM5 Gene","Cocaine","11"
"GRM5 Gene","Pain","11"
"HDAC6 Gene","Cerebrovascular accident","11"
"IFNAR1 Gene","Sex Behavior","11"
"IGF1 Gene","Pregnancy","11"
"IL6 Gene","Van der Woude syndrome","11"
"IL6 Gene","Oxidative Stress","11"
"KISS1 Gene","Keratosis pilaris","11"
"NTF3 Gene","Spinal Cord Diseases","11"
"NTRK2 Gene","cortex bone disorders","11"
"NTRK2 Gene","Exercise","11"
"NTRK2 Gene","Cell Death","11"
"NTRK2 Gene","Epilepsy","11"
"NTRK2 Gene","Memory impairment","11"
"PSIP1 Gene","Nerve Degeneration","11"
"PSIP1 Gene","Alzheimer's Disease","11"
"PSIP1 Gene","cortex bone disorders","11"
"RRM2 Gene","Hypersensitivity","11"
