"brainregion","mental","count"
"Paratenial Nucleus","Communication Response","12"
"Hypothalamic Area, Lateral","Intrinsic drive","12"
"Cochlear Nerve","Like","12"
"Trigeminal Nuclei","Like","12"
"Lamina Terminalis","Projection Defense Mechanism","12"
"Pituitary Gland, Posterior","Communication Response","12"
"BRAIN, HIPPOCAMPUS","Attack behavior","12"
"Corpus Callosum","Hemorrhage","12"
"Occipital lobe","Social Role","12"
"Substantia nigra structure","Abnormal behavior","12"
"Structure of subiculum hippocampi","Like","12"
"BRAIN, HIPPOCAMPUS","Abstract thinking ability","12"
"BRAIN, HIPPOCAMPUS","Regression - mental defense mechanism","12"
"Posterior cerebral commissure","Ethanol","12"
"Amygdaloid structure","Perception","12"
"Basal Forebrain","Sleep Deprivation","12"
"Set of basolateral nuclei of amygdala","Involvement with","12"
"CA2 field","Withdrawal","12"
"Corpus striatum structure","Communication","12"
"Prosencephalon","Physical activity","12"
"Somatosensory Cortex","Ethanol","12"
"Structure of limitans nucleus","Social Role","12"
"Basal Ganglia","vocal learning","12"
"Auditory area","Experience","12"
"Temporal Lobe","Memory, Short-Term","12"
"Cerebral hemisphere structure (body structure)","Feeling content","12"
"Reticular activating system","Sleep","12"
"Lobe, Frontal","Abnormal behavior","12"
"Premotor cortex","Performance","12"
"Structure of subthalamic nucleus","Feedback - evaluative response process","12"
"Nucleus solitarius","Sets (Psychology)","12"
"Prefrontal Cortex","Stress, Psychological","12"
"Median preoptic nucleus","Psychological inhibition","12"
"Structure of suprachiasmatic nucleus","Mental concentration","12"
"Substantia innominata","Conditionings (Psychology)","12"
"Neocortex","DEPRESSION MENTAL","12"
"Lateral olfactory striae","Communication Response","12"
"Cerebral cortex","Depressed mood","12"
"CA1 field","Body Weight","12"
"CA1 field","Retrieval of memory","12"
"Internal capsule of brain","Social Role","12"
"Medulla Oblongata","Fasting","12"
"Red nucleus structure","Conditionings (Psychology)","12"
"Cerebellum","Reaching","12"
"Structure of dorsal cochlear nucleus","Like","12"
"Prefrontal Cortex","Drug Dependence","12"
"Cerebral cortex","Running","12"
"Nucleus Accumbens","Heroin","12"
"Corpus striatum structure","Avoidance","12"
"Nucleus solitarius","Feedback - system communication","12"
"Prosencephalon","Methamphetamine","12"
"Corpus striatum structure","Stereotypic Movement Disorder","12"
"Triangular Septal Nucleus","Social Role","12"
"Motor Cortex","Insight","12"
"Entire midbrain","Motivation","12"
"Genus Hippocampus","Thinking, function","12"
"Nucleus of Ansa Lenticularis","Communication Response","12"
"CA3 field","Coitus","12"
"CA1 field","Sleep Deprivation","12"
"Cerebellar cortex structure","Involvement with","12"
"Entire hippocampus","Social Role","12"
"Cerebral cortex","Vision Disparity","12"
"Preoptic Areas","Ethanol","12"
"Accessory cuneate nucleus","Projection Defense Mechanism","12"
"Brain Stem","Hyperactive behavior","12"
"Structure of supramammillary nucleus","Fasting","12"
"Structure of rubrospinal tract","Psychological suppression","12"
"Neocortex","Memory, Long-Term","12"
"Superior colliculus of corpora quadrigemina","Feedback - system communication","12"
"Structure of locus ceruleus","social stress","12"
"Cochlear Nerve","Auditory area","12"
"Genus Hippocampus","Motivation","12"
"Paracentral Thalamic Nucleus","Ethanol","12"
"Brain Stem","Learning","12"
"Cerebellar gracile lobule","Projection Defense Mechanism","12"
"Cerebral cortex","Attack behavior","12"
"Basal Nucleus of Meynert","Auditory area","12"
"Basal Ganglia","Methamphetamine","12"
"Central gray substance of midbrain","DEPRESSION MENTAL","12"
"Submedial Nucleus","Nociception","12"
"Structure of locus ceruleus","Swimming","12"
"Neocortex","Perception","12"
"Structure of nucleus gracilis","Social Role","12"
"Structure of superior olivary nucleus","Projection Defense Mechanism","12"
"Nucleus Accumbens","Hyperactive behavior","12"
"Pituitary Gland","Breast Feeding","12"
"Hypothalamic structure","At risk for imbalanced body temperature","12"
"Purkinje Cells","Regression - mental defense mechanism","12"
"Hypothalamic structure","At risk for violence","12"
"Basal Nucleus of Meynert","Pain","12"
"Superior colliculus of corpora quadrigemina","Feedback - evaluative response process","12"
"Hypothalamic structure","At risk for impaired skin integrity","12"
"Submedial Nucleus","Projection Defense Mechanism","12"
"Structure of zona incerta","Behavior","12"
"Basal Ganglia","Hypokinesia","12"
"Mossy Fibers, Hippocampal","Psychological inhibition","12"
"CA1 field","Running","12"
"Cerebral cortex","Alcohol consumption","12"
"Basal Ganglia","Seizures","12"
"Structure of olfactory bulb","olfactory behavior","12"
"Structure of ansa lenticularis","Communication Response","12"
"Structure of nucleus gracilis","Behavior","12"
"Motor Cortex","Sleep","12"
"Hypothalamic structure","At risk for activity intolerance","12"
"Nuclei, Raphe","Psychological inhibition","12"
"Basal Nucleus of Meynert","Retentions (Psychology)","12"
"Neostriatum","Response to stimulus physiology","12"
"Intralaminar Nuclear Group","Projection Defense Mechanism","12"
"Median eminence of hypothalamus","Reproduction","12"
"Visual Cortex","Sex Behavior","12"
"Pyramidal Cells","Discrimination","12"
"Midbrain structure","Experience","12"
"Amygdaloid structure","Feeding Activity","12"
"Midbrain structure","Physical Contact","12"
"Neocortex","Sensory Process","12"
"Structure of dentate gyrus","Psychological suppression","12"
"Hypothalamus, Middle","Communication Response","12"
"Pedunculopontine Tegmental Nucleus","prepulse inhibition activity","12"
"Nucleus solitarius","Feedback - evaluative response process","12"
"Lateral occipital gyrus","Powers (Psychology)","12"
"Neostriatum","Stereotypic Movement Disorder","12"
"Structure of supraoptic nucleus","Virgin","12"
"Anterodorsal nucleus of thalamus","Seizures","12"
"sensory cortex","Social Role","12"
"Structure of locus ceruleus","Coitus","12"
"Prefrontal Cortex","Reversal Learning","12"
"Ventral Tegmental Area","Swimming","12"
"Paracentral Thalamic Nucleus","DEPRESSION MENTAL","12"
"Dorsal Nucleus Raphe","Drug Tolerance","12"
"Bundle, Predorsal","Availability of","12"
"mossy fiber","Fasting","12"
"Cerebral hemisphere structure (body structure)","Visual learning","12"
"Pyramidal Cells","Success","12"
"Posterior cerebral commissure","DEPRESSION MENTAL","12"
"Cerebral Peduncle","Ethanol","12"
"Auditory area","Perseveration","12"
"Cortex, Primary Motor","Comprehension","12"
"Ventral Tegmental Area","Alcoholic Intoxication, Chronic","12"
"Hypothalamic Area, Lateral","Withdrawal","12"
"Hypothalamic Area, Lateral","Emotions","12"
"Auditory area","Hearing impairment","12"
"Pontine nuclei","Behavior","12"
"Thalamic Nuclei","Behavior","12"
"Limbic System","Stress","12"
"Structure of piriform area","Psychological inhibition","12"
"Neocortex","Feedback - system communication","12"
"Set of basolateral nuclei of amygdala","conditioned taste aversion","12"
"Brain Stem","Performance","12"
"Structure of locus ceruleus","Alcoholics","12"
"Substantia innominata","Performance","12"
"Substantia nigra structure","Memory","12"
"Lateral Parabrachial Nucleus","Eating","12"
"Ventral Tegmental Area","Drug Tolerance","12"
"Nucleus solitarius","C","12"
"Structure of central sulcus","Conditioning, Classical","12"
"Brain Stem","Perception","11"
"Darkshevitch nucleus","Projection Defense Mechanism","11"
"Brain Stem","Experience","11"
"Diagonal Band of Broca","Mental concentration","11"
"Structure of ventromedial hypothalamic nucleus","Sex Behavior","11"
"Nucleus solitarius","Conscious","11"
"mossy fiber","Stress","11"
"Primary Auditory Cortex","Deafness","11"
"Hypothalamic structure","Fatigue","11"
"Lobe, Frontal","Body Weight","11"
"Entire Brodmann areas 17 (striate cortex), 18 (parastriate cortex) and 19 (peristriate cortex) of occipital lobe","Methamphetamine","11"
"Structure of supraoptic nucleus","Breast Feeding","11"
"Lateral ventricle structure","Memory","11"
"Globus Pallidus","Catalepsy","11"
"Structure of dentate gyrus","Play","11"
"Hypothalamus, Anterior","At risk for violence","11"
"Auditory area","Perception","11"
"Barrington's Nucleus","Projection Defense Mechanism","11"
"Brodmann area 18","Social Role","11"
"CA3 field","Withdrawal","11"
"Ventral Tegmental Area","Decision Making","11"
"Posterior cerebral commissure","smell perception","11"
"Neostriatum","Behavioral change","11"
"Area striata structure","Visual Discrimination","11"
"Parietal Lobe","Perception","11"
"BRAIN, HIPPOCAMPUS","Tracking","11"
"Ventral Tegmental Area","Nociception","11"
"Occipital lobe","Projection Defense Mechanism","11"
"Basal Ganglia","DEPRESSION MENTAL","11"
"Dorsal Nucleus Raphe","Eating","11"
"Neocortex","psychological orientation","11"
"Structure of paraventricular nucleus of thalamus","Cognition","11"
"Neocortex","Availability of","11"
"Structure of median forebrain bundle","Self Stimulation","11"
"Parabrachial Nucleus","Involvement with","11"
"Entire Brodmann areas 17 (striate cortex), 18 (parastriate cortex) and 19 (peristriate cortex) of occipital lobe","Visual Perception","11"
"Structure of central sulcus","Mental concentration","11"
"Structure of supraoptic nucleus","Psychological inhibition","11"
"Caudal pontine reticular nucleus","Projection Defense Mechanism","11"
"Structure of median forebrain bundle","Like","11"
"Orbitofrontal cortex","DEPRESSION MENTAL","11"
"Parafascicular Thalamic Nucleus","Behavior","11"
"Cochlear nucleus structure","Presbycusis","11"
"Structure of paraventricular nucleus of thalamus","Learning","11"
"Structure of suprachiasmatic nucleus","Psychological suppression","11"
"Visual Cortex","Eye Movements","11"
"Hypothalamus, Anterior","At risk for impaired skin integrity","11"
"Pyramidal Cells","Behavioral change","11"
"Medial Dorsal Nucleus","Behavior","11"
"Parabrachial Nucleus","Behavior","11"
"intercalated amygdalar nuclei","Conditionings (Psychology)","11"
"BRAIN, HIPPOCAMPUS","Overactivity","11"
"Pyramidal Cells","Drug Tolerance","11"
"Structure of dorsal cochlear nucleus","Social Role","11"
"Genus Hippocampus","Reproduction","11"
"Prosencephalon","Wakefulness","11"
"Structure of entorhinal cortex","Spatial Navigation","11"
"Entire Brodmann areas 17 (striate cortex), 18 (parastriate cortex) and 19 (peristriate cortex) of occipital lobe","competition","11"
"Brain Stem","Sensory Process","11"
"Cortex, Primary Motor","Imagery","11"
"Basal Forebrain","Comprehension","11"
"Basal Ganglia","Autistic Disorder","11"
"Olfactory Pathways","Social Role","11"
"Cerebral cortex","Mood Disorders","11"
"Complex, Superior Olivary","Auditory area","11"
"Lateral Parabrachial Nucleus","Projection Defense Mechanism","11"
"Structure of forceps minor","Social Role","11"
"Genus Hippocampus","Social isolation","11"
"Medial nucleus of habenula","Like","11"
"Visual Cortex","Visual Perception","11"
"Habenula","smell perception","11"
"Structure of lateral globus pallidus","Projection Defense Mechanism","11"
"Auditory area","Conditionings (Psychology)","11"
"Basal Ganglia","Availability of","11"
"Cerebral cortex","Dental caries","11"
"Structure of paraventricular nucleus of thalamus","Intrinsic drive","11"
"lateral amygdalar nucleus","Projection Defense Mechanism","11"
"BRAIN, HIPPOCAMPUS","Spatial Behavior","11"
"Parietal Lobe","Pain","11"
"Substantia innominata","Social Role","11"
"Temporal Lobe","Speech","11"
"Reticular formation of pons","Eye Movements","11"
"Hypothalamus, Anterior","At risk for activity intolerance","11"
"CA2 field","Recognition (Psychology)","11"
"Mossy Fibers, Hippocampal","Memory","11"
"CA3 field","Feeding Activity","11"
"central amygdalar nucleus","Nociception","11"
"Visual Cortex","Mental association","11"
"Auditory area","Sound Localization","11"
"CA3 field","Communication","11"
"Structure of medial preoptic nucleus","Like","11"
"Nucleus of optic tract","Social Role","11"
"Inferior Colliculus","Communication","11"
"Structure of locus ceruleus","Sets (Psychology)","11"
"Visual Cortex","competition","11"
"Amygdaloid structure","Conscious","11"
"Marginal Sulcus","DEPRESSION MENTAL","11"
"Corpus striatum structure","Discrimination","11"
"Pontine structure","Psychological suppression","11"
"CA3 field","Mental Recall","11"
"Cerebral cortex","Intelligence","11"
"Cortex, Primary Motor","Intrinsic drive","11"
"Thalamic structure","psychological orientation","11"
"Medulla Oblongata","Availability of","11"
"lateral amygdalar nucleus","Fear","11"
"Paracentral Thalamic Nucleus","smell perception","11"
"Corpus striatum structure","Behavioral change","11"
"Amygdaloid structure","Self Stimulation","11"
"Medial Septal Nucleus","DEPRESSION MENTAL","11"
"Optic tract structure","Like","11"
"Brain Stem","Muscle Tonus","11"
"BRAIN, HIPPOCAMPUS","Cognitive Reserve","11"
"Prefrontal Cortex","Mood","11"
"Structure of forceps minor","Behavior","11"
"Internal arcuate tract","Conditionings (Psychology)","11"
"Cerebellum","Resting state","11"
"Perforant Pathway","Memory","11"
"Superior colliculus of corpora quadrigemina","Mental concentration","11"
"Genus Hippocampus","Alcoholic Intoxication, Chronic","11"
"Acoustic nerve","Projection Defense Mechanism","11"
"Visual Cortex","Powers (Psychology)","11"
"Structure of rubrospinal tract","Resting state","11"
"Pyramidal Cells","Physical activity","11"
"Pedunculopontine Tegmental Nucleus","Seizures","11"
"Prosencephalon","Emotional Strain","11"
"Cerebellum","Transsexual (finding)","11"
"Thalamic Nuclei","Like","11"
"Fornix, Brain","Memory","11"
"Prosencephalon","Interested","11"
"Cerebral cortex","Hearing impairment","11"
"Cerebellar cortex structure","Feedback - evaluative response process","11"
"Ventral Striatum","Performance","11"
"Central insular sulcus","Like","11"
"Cerebral cortex","Mental Recall","11"
"Lateral occipital gyrus","Communication Response","11"
"Cerebellar cortex structure","Feedback - system communication","11"
"Cochlear Nerve","Psychological inhibition","11"
"Inferior Colliculus","Experience","11"
"Ventral Lateral Thalamic Nucleus","Projection Defense Mechanism","11"
"Inner Auditory Hair Cells","Hearing","11"
"Structure of olfactory bulb","Stress","11"
"Hindbrain","Psychological inhibition","11"
"Structure of locus ceruleus","Fasting","11"
"Pregeniculate nucleus","Projection Defense Mechanism","11"
"basolateral nucleus of the amygdala","Psychological inhibition","11"
"Hypothalamus, Middle","Rage","11"
"Bundle, Predorsal","Ethanol","11"
"Midbrain structure","Absence of pain sensation","11"
"Neocortex","Feedback - evaluative response process","11"
"Central gray substance of midbrain","Conditionings (Psychology)","11"
"Ventral Tegmental Area","Exercise","11"
"Telencephalon","Mental association","11"
"Structure of olfactory bulb","Insight","11"
"Cerebellum","Withdrawal","11"
"Structure of ventral posteromedial nucleus of thalamus","Projection Defense Mechanism","11"
"Nucleus Basalis Magnocellularis","Social Role","11"
"Visual Cortex","Methamphetamine","11"
"Area striata structure","Intrinsic drive","11"
