"gene","disease","count"
"AIMP2 Gene","cortex bone disorders","6"
"Promoter","Autistic Disorder","6"
"GYPA wt Allele","Functional disorder","6"
"MID1 wt Allele","McCune-Albright Syndrome","6"
"Genes","Disorder of pineal gland","6"
"Retinoic Acid Response Element","Retinal Diseases","6"
"INS gene","Pituitary Diseases","6"
"KAL1 Gene","Kallmann Syndrome","6"
"CPA1 Gene","Neurotoxicity Syndromes","6"
"CD69 wt Allele","Sensitization (disorder)","6"
"TBR1 Gene","Pervasive Development Disorder","6"
"Genes","Rare Diseases","6"
"CALCA Gene","Functional disorder","6"
"BDNF Gene","Fragile X Syndrome","6"
"NFIB Gene","Spinal Cord Diseases","6"
"GRPR Gene","Spinal Cord Diseases","6"
"Genes","Syndrome, Bloch-Sulzberger","6"
"GRM5 Gene","Alzheimer's Disease","6"
"RHOA Gene","Spinal Cord Diseases","6"
"Wild Type","Virus Diseases","6"
"SLC12A2 wt Allele","Brain Diseases","6"
"KRT17 wt Allele","Hashimoto Disease","6"
"LDLR gene","Alzheimer's Disease","6"
"Chloramphenicol O-Acetyltransferase","Disease Progression","6"
"DST Gene","Dystonia Disorders","6"
"SLC12A2 Gene","Brain Diseases","6"
"MAP Kinase Gene","Neurodegenerative Disorders","6"
"C9orf72 Gene","Parkinson Disease","6"
"Long Interspersed Element","Niemann-Pick Disease, Type C","6"
"AVP Gene","Hypertensive disease","6"
"MTR wt Allele","Functional disorder","6"
"CDKL5 gene","Developmental delay (disorder)","6"
"Alleles","Prader-Willi Syndrome","6"
"POSTN Gene","Alzheimer's Disease","6"
"HTT gene","Hereditary Neurodegenerative Disorder","6"
"CADM1 Gene","Pervasive Development Disorder","6"
"estrogen receptor alpha, human","cortex bone disorders","6"
"MAPT gene","Disorder nervous system","6"
"Long Interspersed Element","Shy-Drager Syndrome","6"
"CP Gene","Depressive disorder","6"
"AR gene","Functional disorder","6"
"FLT3LG wt Allele","cortex bone disorders","6"
"Wild Type","Down Syndrome","6"
"MAPK14 Gene","Alzheimer's Disease","6"
"Genes","Thyroid Diseases","6"
"CD69 wt Allele","Shy-Drager Syndrome","6"
"THBD wt Allele","Gilles de la Tourette syndrome","6"
"MAPT gene","Lewy Body Disease","6"
"MAPT wt Allele","Shy-Drager Syndrome","6"
"TH gene","Sudden infant death syndrome","6"
"Genetic Predisposition to Disease","Disorders, Mental","6"
"TUSC2 wt Allele","Spinal Cord Diseases","6"
"KNG1 Gene","Pallister-Hall syndrome","6"
"TF gene","Alzheimer's Disease","6"
"PODXL wt Allele","Hashimoto Disease","6"
"Heterozygote","Lysosomal Storage Diseases","6"
"GHRH Gene","Cushing Syndrome","6"
"DNA, Mitochondrial","Congenital ocular coloboma (disorder)","6"
"MID1 wt Allele","Meconium Aspiration Syndrome","6"
"CRH Gene","Sensitization (disorder)","6"
"SYP Gene","Spinal Cord Diseases","6"
"BCL11B wt Allele","cortex bone disorders","6"
"FOXP2 Gene","Neurodevelopmental disorder","6"
"HTT gene","Dyskinetic syndrome","6"
"MTOR Gene","Neurotoxicity Syndromes","6"
"GHRL Gene","Functional disorder","6"
"ELL wt Allele","Autistic Disorder","6"
"ATP8A2 wt Allele","Peripheral Arterial Diseases","6"
"LEP Gene","Skin endocrine disorder","6"
"PITX2 wt Allele","Parkinson Disease","6"
"MOK Gene","Neurotoxicity Syndromes","6"
"KHDRBS1 wt Allele","Spinal Cord Diseases","6"
"VEGFA wt Allele","cortex bone disorders","6"
"CD69 wt Allele","Post-Traumatic Stress Disorder","6"
"EPHB2 Gene","Syndrome, Bloch-Sulzberger","6"
"Chloramphenicol Acetyl Transferase Gene","Liver diseases","6"
"STS wt Allele","Leigh Disease","6"
"DST wt Allele","Neurotoxicity Syndromes","6"
"Promoter","Pituitary Diseases","6"
"VEGFA Gene","cortex bone disorders","6"
"C9orf72 Gene","Spinal Cord Diseases","6"
"SET Gene","Syndrome","6"
"PADI4 Gene","cortex bone disorders","6"
"LEP Gene","Neurodegenerative Disorders","6"
"NGF Gene","Neurodegenerative Disorders","6"
"Exons","Sweet Syndrome","6"
"BIN1 Gene","Alzheimer Disease, Late Onset","6"
"MPZ gene","Neurodegenerative Disorders","6"
"MAS1 wt Allele","Opitz-Frias syndrome","6"
"Tumor Necrosis Factor-alpha","Autoimmune Diseases","6"
"CD2 wt Allele","Spinal Cord Diseases","6"
"AR wt Allele","Functional disorder","6"
"ARHGEF28 gene","Feline urological syndrome","6"
"NEUROD1 Gene","cortex bone disorders","6"
"CACNA1A gene","Disorder nervous system","6"
"ASAH1 Gene","cortex bone disorders","6"
"TPO wt Allele","Neurodegenerative Disorders","6"
"FASTK Gene","Hamartoma Syndrome, Multiple","6"
"ZMYM2 Gene","Spastic syndrome","6"
"KAL1 Gene","Kallmann Syndrome 1","6"
"NGFR Gene","Alzheimer's Disease","6"
"Homozygote","Lysosomal Storage Diseases","6"
"SOD1 wt Allele","Neurotoxicity Syndromes","6"
"NUMB Gene","Alzheimer's Disease","6"
"CARD8 wt Allele","Neurodegenerative Disorders","6"
"CDKN1A wt Allele","cortex bone disorders","6"
"MAPK1 wt Allele","Spinal Cord Diseases","6"
"NFIA wt Allele","Spinal Cord Diseases","6"
"TNFRSF1B wt Allele","neuropathology disease","6"
"ORAI1 Gene","Chorea Acanthocytosis Syndrome","6"
"Open Reading Frames","Huntington Disease","6"
"ACPP wt Allele","Spinal Cord Diseases","6"
"CUX1 wt Allele","Neurotoxicity Syndromes","6"
"CARD8 Gene","Parkinsonian Disorders","6"
"MTR Gene","Functional disorder","6"
"SCN2A Gene","Autism Spectrum Disorders","6"
"TNF Gene","Autoimmune Diseases","6"
"FOXP1 Gene","Pervasive Development Disorder","6"
"CPA1 wt Allele","Neurotoxicity Syndromes","6"
"CTSD Gene","Huntington Disease","6"
"ATP8A2 wt Allele","Huntington Disease","6"
"DNA, Mitochondrial","Syndrome","6"
"SET Gene","Depressive disorder","6"
"MAP Kinase Gene","Autistic Disorder","6"
"FST Gene","Myeloproliferative Syndrome, Transient","6"
"NTRK2 Gene","Huntington Disease","6"
"PRNP wt Allele","cortex bone disorders","6"
"SQSTM1 Gene","Disease Progression","6"
"GRM5 wt Allele","Parkinson Disease","6"
"EREG wt Allele","cortex bone disorders","6"
"CARD8 Gene","Neurodegenerative Disorders","6"
"AGER Gene","Functional disorder","6"
"GFAP gene","Hamartoma Syndrome, Multiple","6"
"EPHB2 Gene","Functional disorder","6"
"RTN4 Gene","Spinal Cord Diseases","6"
"TLR4 Gene","Neurodegenerative Disorders","6"
"RPS3 wt Allele","Spinal Cord Diseases","6"
"PAPOLA wt Allele","Spinal Cord Diseases","6"
"Long Interspersed Element","Van der Woude syndrome","6"
"C9orf72 Gene","Parkinsonian Disorders","6"
"MAPK1 wt Allele","Autistic Disorder","6"
"MSMB wt Allele","Pick Disease of the Brain","6"
"IAPP wt Allele","Pancreatic Diseases","6"
"PARP1 wt Allele","Neurotoxicity Syndromes","6"
"GHRL Gene","Liver diseases","6"
"Introns","Neurodegenerative Disorders","6"
"NCL Gene","Rett Syndrome","6"
"CARD8 wt Allele","Parkinsonian Disorders","6"
"TLR4 wt Allele","Spinal Cord Diseases","6"
"BCL11B Gene","cortex bone disorders","6"
"TH gene","Disease Progression","6"
"Chloramphenicol O-Acetyltransferase","Liver diseases","6"
"CAT Gene","Parkinson Disease","6"
"SHANK3 Gene","Brain Diseases","6"
"HDAC9 wt Allele","Neurodegenerative Disorders","6"
"RBFOX1 Gene","Autism Spectrum Disorders","6"
"APP wt Allele","cortex bone disorders","6"
"TNFRSF1B wt Allele","Spinal Cord Diseases","6"
"MET wt Allele","Pervasive Development Disorder","6"
"BDNF Gene","Cognition Disorders","6"
"Wild Type","Melkersson-Rosenthal Syndrome","6"
"PADI4 Gene","Spinal Cord Diseases","6"
"ENG wt Allele","Neurotoxicity Syndromes","6"
"GFAP gene","Niemann-Pick Disease, Type C","6"
"NGF Gene","Neurotoxicity Syndromes","6"
"Enhancer of transcription","cortex bone disorders","6"
"IRF6 wt Allele","Parkinson Disease","6"
"PLG Gene","Alzheimer's Disease","6"
"EPHB2 Gene","Spinal Cord Diseases","6"
"CYP19A1 Gene","Alzheimer's Disease","6"
"RIPK3 Gene","Gaucher Disease","6"
"HRAS gene","cortex bone disorders","6"
"CXCL12 Gene","cortex bone disorders","6"
"Heterozygote","Gaucher Disease","6"
"RELN Gene","Bipolar Disorder","6"
"AREG wt Allele","Alzheimer's Disease","6"
"CD2 Gene","Spinal Cord Diseases","6"
"ADIPOQ Gene","Depressive disorder","6"
"Genes","Menkes Kinky Hair Syndrome","6"
"Trinucleotide Repeat Expansion","Neurodegenerative Disorders","6"
"CD36 Gene","cortex bone disorders","6"
"MAPK8 wt Allele","Functional disorder","6"
"TTR gene","Alzheimer's Disease","6"
"PAPOLA Gene","Spinal Cord Diseases","6"
"VPS35 Gene","Parkinson Disease","6"
"Genes","Language Disorders","6"
"HAMP Gene","cortex bone disorders","6"
"FLT3LG Gene","cortex bone disorders","6"
"MAPT wt Allele","Cerebrovascular Disorders","6"
"TARDBP Gene","Functional disorder","6"
"PROC Gene","Hashimoto Disease","6"
"FYN Gene","Lewy Body Disease","6"
"PROC wt Allele","Hashimoto Disease","6"
"IL4 Gene","Van der Woude syndrome","6"
"FOXG1 Gene","FOXG1 syndrome","6"
"JAK2 gene","cortex bone disorders","6"
"Genes","Hashimoto Disease","6"
"IRF6 wt Allele","Alzheimer's Disease","6"
"NRXN1 Gene","Sweet Syndrome","6"
"SCG2 Gene","Spinal Cord Diseases","6"
"PSIP1 Gene","Neurotoxicity Syndromes","6"
"KHDRBS1 wt Allele","Neurodegenerative Disorders","6"
"SH3PXD2A wt Allele","Liver diseases","6"
"ANG Gene","Cardiovascular Diseases","6"
"ENO2 Gene","Syndrome","6"
"MTOR Gene","Retinal Diseases","6"
"CALCA Gene","Sensitization (disorder)","6"
"TARDBP wt Allele","Lewy Body Disease","6"
"Genes","Degenerative disorder","6"
"PITX2 wt Allele","Van der Woude syndrome","6"
"Exons","Rett Syndrome","6"
"c-fos Genes","Retinal Diseases","6"
"CRH wt Allele","Van der Woude syndrome","6"
"GHRL Gene","Parkinson Disease","6"
"Aromatase","Alzheimer's Disease","6"
"ENG wt Allele","Functional disorder","6"
"CDKN1A Gene","cortex bone disorders","6"
"ASAH1 wt Allele","cortex bone disorders","6"
"ZMYM2 wt Allele","Spastic syndrome","6"
"CNR1 gene","Sensitization (disorder)","6"
"MAP Kinase Gene","Syndrome, Bloch-Sulzberger","6"
"ESR1 wt Allele","cortex bone disorders","6"
"SIRT1 Gene","Machado-Joseph Disease","6"
"FLNA wt Allele","Alzheimer's Disease","6"
"TLR4 wt Allele","cortex bone disorders","6"
"PLOD1 gene","Skin endocrine disorder","6"
"Haploinsufficiency","Neurodevelopmental disorder","6"
"DYRK1A Gene","Pervasive Development Disorder","6"
"S100B Gene","Migraine Disorders","6"
"NBL1 wt Allele","cortex bone disorders","6"
"MAPT wt Allele","Van der Woude syndrome","6"
"ENG wt Allele","Syndrome","5"
"PRNP wt Allele","New Variant Creutzfeldt-Jakob Disease","5"
"PRL Gene","Functional disorder","5"
"DLG4 Gene","Functional disorder","5"
"DAPK1 Gene","Alzheimer's Disease","5"
"Genes","Chorea Acanthocytosis Syndrome","5"
"Alleles","Attention deficit hyperactivity disorder","5"
"SSTR1 Gene","cortex bone disorders","5"
"FGFR1 wt Allele","Hashimoto Disease","5"
"TXNRD2 wt Allele","cortex bone disorders","5"
"GHRL Gene","Rett Syndrome","5"
"Tumor Necrosis Factor-alpha","Hypertensive disease","5"
"DNA, Mitochondrial","Bipolar Disorder","5"
"NTRK1 Gene","cortex bone disorders","5"
"THPO Gene","cortex bone disorders","5"
"NTF3 Gene","Diseases of inner ear","5"
"CSPG4 wt Allele","Disease Progression","5"
"TARDBP wt Allele","Syndrome","5"
"PROC wt Allele","Neurodegenerative Disorders","5"
"GNRH1 wt Allele","Functional disorder","5"
"ENG wt Allele","Diseases of inner ear","5"
"ACE2 Gene","McCune-Albright Syndrome","5"
"FGFR1 gene","cortex bone disorders","5"
"Wild Type","Vasodilation disorder","5"
"AGT Gene","cortex bone disorders","5"
"CX3CR1 Gene","Spinal Cord Diseases","5"
"TH gene","Disorder nervous system","5"
"SST Gene","Disorder nervous system","5"
"SH3PXD2A wt Allele","Ovarian Diseases","5"
"RHOA Gene","Marfan Syndrome","5"
"MAP Kinase Gene","Parkinson Disease","5"
"CD8A Gene","Meningeal disorder","5"
"CLIC4 wt Allele","Retinal Diseases","5"
"Estrogen Receptors","Liver diseases","5"
"UBQLN2 Gene","Feline urological syndrome","5"
"AICDA Gene","Spinal Cord Diseases","5"
"KNG1 Gene","Neurodegenerative Disorders","5"
"Gene Regulatory Networks","Functional disorder","5"
"Cancer-Predisposing Gene","Migraine Disorders","5"
"FMOD wt Allele","cortex bone disorders","5"
"FOXD3 wt Allele","Functional disorder","5"
"GRIN2B wt Allele","Sensitization (disorder)","5"
"DRD2 wt Allele","Functional disorder","5"
"GRM1 wt Allele","Disease Progression","5"
"Retinoic Acid Response Element","Depressive disorder","5"
"HCRT Gene","Disease Progression","5"
"NOS1 wt Allele","cortex bone disorders","5"
"HTT gene","Heredodegenerative Disorders, Nervous System","5"
"CD69 wt Allele","Major Depressive Disorder","5"
"F2 gene","Neurodegenerative Disorders","5"
"MRC1 Gene","Functional disorder","5"
"HSPA5 Gene","cortex bone disorders","5"
"NPY Gene","Functional disorder","5"
"TRH wt Allele","Pituitary Diseases","5"
"PPFIBP1 wt Allele","Depressive disorder","5"
"ENO2 wt Allele","Syndrome","5"
"PTHLH wt Allele","Spinal Cord Diseases","5"
"MAPT wt Allele","Gerstmann-Straussler-Scheinker Disease","5"
"PPARA Gene","Disorder nervous system","5"
"SUB1 Gene","cortex bone disorders","5"
"NDOR1 Gene","Sensitization (disorder)","5"
"AGT Gene","Pituitary Diseases","5"
"PARK2 wt Allele","Functional disorder","5"
"TP63 wt Allele","Alzheimer's Disease","5"
"MAP3K14 wt Allele","neuropathology disease","5"
"CDKN2A wt Allele","Retinal Diseases","5"
"Genes, X-Linked","Pervasive Development Disorder","5"
"EGR1 Gene","Alzheimer's Disease","5"
"TNF wt Allele","Van der Woude syndrome","5"
"CDKN1A Gene","Spinal Cord Diseases","5"
"GHRL Gene","Dysequilibrium syndrome","5"
"BRCA1 gene","Alzheimer's Disease","5"
"Enhancer of transcription","Alzheimer's Disease","5"
"APP wt Allele","Down Syndrome","5"
"ESR1 Gene","Liver diseases","5"
"SLC6A3 Gene","Neurotoxicity Syndromes","5"
"ESR1 wt Allele","neuropathology disease","5"
"DHPS wt Allele","cortex bone disorders","5"
"ATM wt Allele","Hypertensive disease","5"
"FASTK Gene","Neurodegenerative Disorders","5"
"CD55 wt Allele","Functional disorder","5"
"OXT Gene","Alcohol use disorder","5"
"Alleles","Machado-Joseph Disease","5"
"THBD wt Allele","Acute Chest Syndrome","5"
"CREB1 Gene","Disease Progression","5"
"KLK3 Gene","Neurotoxicity Syndromes","5"
"SET Gene","Mild cognitive disorder","5"
"GRIA3 wt Allele","Depressive disorder","5"
"ENG wt Allele","Chronic myeloproliferative disorder","5"
"Retinoic Acid Response Element","Klinefelter Syndrome","5"
"TLR4 wt Allele","Neurodegenerative Disorders","5"
"KRAS wt Allele","Leigh Disease","5"
"Wild Type","Machado-Joseph Disease","5"
"PTEN gene","Functional disorder","5"
"CD8A wt Allele","Meningeal disorder","5"
"EHMT1 Gene","Leigh Disease","5"
"CCL2 Gene","Neurotoxicity Syndromes","5"
"GRIN2B wt Allele","Spinal Cord Diseases","5"
"HPSE wt Allele","Pituitary Diseases","5"
"Exons","Pervasive Development Disorder","5"
"ABL2 Gene","Van der Woude syndrome","5"
"ATR Gene","Syndrome","5"
"GNRH1 Gene","Testicular Diseases","5"
"TARDBP Gene","Motor Neuron Disease","5"
"GNAI1 wt Allele","cortex bone disorders","5"
"ROS1 Gene","Neurodegenerative Disorders","5"
"SUB1 wt Allele","cortex bone disorders","5"
"RASA1 wt Allele","Neurodegenerative Disorders","5"
"GNRH1 Gene","Klinefelter Syndrome","5"
"SCG2 Gene","Lewy Body Disease","5"
"IRF6 wt Allele","Neurodegenerative Disorders","5"
"ARID1B Gene","Autism Spectrum Disorders","5"
"Genes","Gerstmann-Straussler-Scheinker Disease","5"
"MME wt Allele","Impulse Control Disorders","5"
"GFAP gene","Functional disorder","5"
"CCL2 Gene","cortex bone disorders","5"
"PROC wt Allele","Alzheimer's Disease","5"
"AR gene","Depressive disorder","5"
"SLC1A2 Gene","Neurodegenerative Disorders","5"
"PDPK1 Gene","Alzheimer's Disease","5"
"CD69 wt Allele","Melkersson-Rosenthal Syndrome","5"
"RB1 wt Allele","Retinal Diseases","5"
"MECP2 wt Allele","Syndrome","5"
"NOS1 Gene","Fragile X Syndrome","5"
"TPO wt Allele","Disease Progression","5"
"EGR1 wt Allele","Spinal Cord Diseases","5"
"MRC1 Gene","Antiphospholipid Syndrome","5"
"FAT1 gene","Alzheimer's Disease","5"
"CRH Gene","Spinal Cord Diseases","5"
"ACE2 Gene","Meconium Aspiration Syndrome","5"
"PRNP gene","neuropathology disease","5"
"SOD1 wt Allele","Huntington Disease","5"
"GNAI1 wt Allele","Alzheimer's Disease","5"
"ESR1 Gene","Pituitary Diseases","5"
"VIP Gene","Myeloproliferative Syndrome, Transient","5"
"GNAI1 wt Allele","Parkinson Disease","5"
"BDNF Gene","Disease Progression","5"
"GFAP gene","Neurotoxicity Syndromes","5"
"AMH wt Allele","Functional disorder","5"
"HCRT Gene","Disorders, Mental","5"
"APP gene","Depressive disorder","5"
"GH1 Gene","cortex bone disorders","5"
"PNP Gene","Functional disorder","5"
"Retinoic Acid Response Element","Attention deficit hyperactivity disorder","5"
"MECP2 gene","Lubs X-linked mental retardation syndrome","5"
"DST wt Allele","DISORDERS OF THE OPTIC NERVE","5"
"ADIPOR1 Gene","Opitz-Frias syndrome","5"
"HCRT Gene","Autoimmune Diseases","5"
"TYR gene","Dysequilibrium syndrome","5"
"FLT4 wt Allele","Hamartoma Syndrome, Multiple","5"
"HRAS gene","Spinal Cord Diseases","5"
"Wild Type","Chimera (disorder)","5"
"HP Gene","Mild cognitive disorder","5"
"BRCA1 wt Allele","Corneal Diseases","5"
"EPHB2 Gene","Sensitization (disorder)","5"
"NRG1 Gene","Functional disorder","5"
"S100A9 wt Allele","Retinal Diseases","5"
"C3 Gene","Functional disorder","5"
"SLC2A1 Gene","Syndrome","5"
"MAP1LC3A wt Allele","Parkinson Disease","5"
"CXCR3 Gene","Spinal Cord Diseases","5"
"PSEN1 wt Allele","neuropathology disease","5"
"STK11 wt Allele","Seasonal Affective Disorder","5"
"VEGFA wt Allele","Retinal Diseases","5"
"QPCT wt Allele","Alzheimer's Disease","5"
"Transgenes","Neurodegenerative Disorders","5"
"CLU Gene","Functional disorder","5"
"FAT wt Allele","Alzheimer's Disease","5"
"Genes","Lens Diseases","5"
"FURIN Gene","Alzheimer's Disease","5"
"Promoter","Pervasive Development Disorder","5"
"CDKN2B wt Allele","cortex bone disorders","5"
"Genes","Skin endocrine disorder","5"
"CX3CL1 Gene","Spinal Cord Diseases","5"
"PDZK1 wt Allele","Alzheimer's Disease","5"
"OTC gene","cortex bone disorders","5"
"LMX1B gene","Autistic Disorder","5"
"PHGDH wt Allele","Opsoclonus-Myoclonus Syndrome","5"
"NR3C2 Gene","Antiphospholipid Syndrome","5"
"KISS1 Gene","Skin endocrine disorder","5"
"CD69 wt Allele","neuropathology disease","5"
"SLC6A3 Gene","Alzheimer's Disease","5"
"NCL Gene","Functional disorder","5"
"LTB Gene","Van der Woude syndrome","5"
"PCYT1A wt Allele","Functional disorder","5"
"GRM5 wt Allele","Disease Progression","5"
"LRRK2 gene","Neurodegenerative Disorders","5"
"AIMP2 Gene","Alzheimer's Disease","5"
"PDZK1 Gene","Alzheimer's Disease","5"
"CD69 wt Allele","Cognition Disorders","5"
"Promoter","Down Syndrome","5"
"JTB wt Allele","Colonic Diseases","5"
"PRL Gene","Liver diseases","5"
"CD69 wt Allele","Obsessive-Compulsive Disorder","5"
"CDT1 Gene","Autistic Disorder","5"
"ELL wt Allele","Hypertensive disease","5"
"CALCA wt Allele","Functional disorder","5"
"DYRK1A Gene","Functional disorder","5"
"MAPK8 wt Allele","Alzheimer's Disease","5"
"CFD Gene","Spinal Cord Diseases","5"
"SYP Gene","Disorder of pineal gland","5"
"EP300 Gene","Rubinstein-Taybi Syndrome","5"
"PLP1 wt Allele","Pelizaeus-Merzbacher Disease","5"
"CALCA Gene","Hamartoma Syndrome, Multiple","5"
"CX3CL1 Gene","Functional disorder","5"
"GPHN Gene","Alzheimer's Disease","5"
"MRC1 Gene","Alzheimer's Disease","5"
"GFAP gene","Creutzfeldt-Jakob disease","5"
"HCRT wt Allele","Depressive disorder","5"
"FASTK Gene","Bloom Syndrome","5"
"PITX2 wt Allele","Leigh Disease","5"
"DKK1 wt Allele","Neurotoxicity Syndromes","5"
"DST wt Allele","Syndrome","5"
"GPHN Gene","Sweet Syndrome","5"
"ITGAM wt Allele","Spinal Cord Diseases","5"
"CYBB gene","Van der Woude syndrome","5"
"SCN1A gene","Functional disorder","5"
"CRH wt Allele","Skin endocrine disorder","5"
"GRM1 Gene","Disease Progression","5"
"DYRK1A wt Allele","Down Syndrome","5"
"PARK7 wt Allele","Neurotoxicity Syndromes","5"
"ESR1 wt Allele","Parkinson Disease","5"
"MAPK3 wt Allele","Spinal Cord Diseases","5"
"TNFRSF1A wt Allele","Fetal Alcohol Syndrome","5"
"TERC Gene","cortex bone disorders","5"
"CD69 wt Allele","Rett Syndrome","5"
"FASTK Gene","Nystagmus associated with disorder of the vestibular system","5"
"ZEB2 wt Allele","Mowat-Wilson syndrome","5"
"GGH wt Allele","cortex bone disorders","5"
"CREB1 wt Allele","Disease Progression","5"
"LITAF gene","Neurodegenerative Disorders","5"
"CDKN2A wt Allele","Spinal Cord Diseases","5"
"SOD1 wt Allele","Neoplastic disease","5"
"Wild Type","Hypertrophic disorder of skin, unspecified","5"
