concept,disease,appearTimes,conceptClass
Emotions,Syndrome,6,MentalP
High risk of,Disease Progression,6,MentalP
Anxiety,Disease Progression,6,MentalP
Social Role,Creutzfeldt-Jakob disease,6,MentalP
Transsexual (finding),Spinal Cord Diseases,6,MentalP
Social Role,Chronic Fatigue Syndrome,6,MentalP
Amnesia,Cognition Disorders,6,MentalP
Swimming,cortex bone disorders,6,MentalP
Attention,Huntington Disease,6,MentalP
Addictive Behavior,Attention Deficit Disorder,6,MentalP
Hypokinesia,Functional disorder,6,MentalP
Mental Processes,Alzheimer's Disease,6,MentalP
Experience,Neurodegenerative Disorders,6,MentalP
Exercise, Aerobic,Depressive disorder,6,MentalP
Memory,Hypertensive disease,6,MentalP
Sensory Process,Spinal Cord Diseases,6,MentalP
Factors, Risk,Alcohol use disorder,6,MentalP
sweet taste perception,cortex bone disorders,6,MentalP
Involvement with,Movement Disorders,6,MentalP
Fasting,Neurodegenerative Disorders,6,MentalP
Consideration,cortex bone disorders,6,MentalP
Psychological inhibition,Movement Disorders,6,MentalP
Autistic Disorder,Ataxia as late effect of cerebrovascular disease,6,MentalP
social stress,Disorders, Mental,6,MentalP
Social isolation,Disorders, Mental,6,MentalP
Hyperactive behavior,Migraine Disorders,6,MentalP
Withdrawal,Peripheral Arterial Diseases,6,MentalP
Like,Neoplastic disease,6,MentalP
Repetitious behavior,Functional disorder,6,MentalP
Learning Disabilities,Attention deficit hyperactivity disorder,6,MentalP
Involvement with,Papillon-Lefevre Disease,6,MentalP
Pain,Mixed anxiety and depressive disorder,6,MentalP
Social Role,Hashimoto Disease,6,MentalP
Social Role,Testicular Diseases,6,MentalP
Recognition (Psychology),Disorder nervous system,6,MentalP
Uncertainty,Neurodegenerative Disorders,6,MentalP
Communication Response,Miosis (disorder),6,MentalP
Attention,Mild cognitive disorder,6,MentalP
Sets (Psychology),Disorder nervous system,6,MentalP
Learning,Autism Spectrum Disorders,6,MentalP
Visual learning,Depressive disorder,6,MentalP
Fasting,Pituitary Diseases,6,MentalP
Like,Renal tubular disorder,6,MentalP
Behavior,Communicable Diseases,6,MentalP
Motor retardation,Allan-Herndon-Dudley syndrome,6,MentalP
Social Role,Rabies (disorder),6,MentalP
Unipolar Depression,Attention deficit hyperactivity disorder,6,MentalP
Mental concentration,Disorders, Mental,6,MentalP
Retentions (Psychology),Hamartoma Syndrome, Multiple,6,MentalP
High risk of,Functional disorder,6,MentalP
Eating,Functional disorder,6,MentalP
Habituation, Psychophysiologic,cortex bone disorders,6,MentalP
Mood swings,Bipolar Disorder,6,MentalP
Fasting,Lens Diseases,6,MentalP
Hypokinesia,cortex bone disorders,6,MentalP
Memory,Conjunctival Diseases,6,MentalP
Perception,Alzheimer's Disease,6,MentalP
Attribution,Neurotoxicity Syndromes,6,MentalP
Social Cognition,Disorders, Mental,6,MentalP
Communication Response,Behcet Syndrome,6,MentalP
Behavior,Movement Disorders,6,MentalP
Play,Major Depressive Disorder,6,MentalP
Depressive Symptoms,Cerebrovascular Disorders,6,MentalP
Depressive Symptoms,Functional disorder,6,MentalP
Communication Response,Cardiovascular Diseases,6,MentalP
Fasting,Syndrome, Bloch-Sulzberger,6,MentalP
Projection Defense Mechanism,Pervasive Development Disorder,6,MentalP
Experience,Fragile X Syndrome,6,MentalP
Drug abuse,Disorders, Mental,6,MentalP
Persistence,Alzheimer's Disease,6,MentalP
Memory,Psychotic Disorders,6,MentalP
Hope,Alzheimer's Disease,6,MentalP
Stress,Attention deficit hyperactivity disorder,6,MentalP
Emotions,Psychotic Disorders,6,MentalP
Social Role,Idiopathic Hypereosinophilic Syndrome,6,MentalP
Akinesia,Movement Disorders,6,MentalP
sharing,Bipolar Disorder,6,MentalP
Awareness,Neurodegenerative Disorders,6,MentalP
Seizures,Parkinson Disease,6,MentalP
Generalizations (Psychology),cortex bone disorders,6,MentalP
Decision Making,Disorders, Mental,6,MentalP
Heterosexuals,cortex bone disorders,6,MentalP
Behavior,Acute infectious disease,6,MentalP
Feedback - evaluative response process,Alzheimer's Disease,6,MentalP
memory process,Alzheimer's Disease,6,MentalP
Optic Flow,Retinal Diseases,6,MentalP
Sensory Process,Functional disorder,6,MentalP
Dyscalculia,Developmental arithmetic disorder,6,MentalP
Cognition,Pituitary Diseases,6,MentalP
Play,Pervasive Development Disorder,6,MentalP
Experience,Brain Diseases,6,MentalP
Persistence,cortex bone disorders,6,MentalP
Communication Response,Pancreatic Diseases,6,MentalP
Impaired cognition,Degenerative disorder,6,MentalP
Involvement with,Mesulam Syndrome,6,MentalP
smell perception,Hereditary Diseases,6,MentalP
Play,Sensitization (disorder),6,MentalP
Ethanol,Parkinson Disease,6,MentalP
Recognition (Psychology),Down Syndrome,6,MentalP
Physical activity,Alzheimer's Disease,6,MentalP
Conscious,Spinal Cord Diseases,6,MentalP
Psychological suppression,Retinal Diseases,6,MentalP
Psychological habituation,cortex bone disorders,6,MentalP
Seizures,Migraine Disorders,6,MentalP
DEPRESSION MENTAL,Hamartoma Syndrome, Multiple,6,MentalP
Involvement with,Stress Disorders, Traumatic,6,MentalP
Mental Retardation,Hereditary Diseases,6,MentalP
Communication Response,Prune Belly Syndrome,6,MentalP
Intrinsic drive,Disorders, Mental,6,MentalP
Seasonal Affective Disorder,Depressive disorder,6,MentalP
prepulse inhibition activity,Functional disorder,6,MentalP
Mental concentration,Recurrent disease,6,MentalP
Resting state,Parkinson Disease,6,MentalP
Coitus,Mood Disorders,6,MentalP
Discussion,Disorder nervous system,6,MentalP
Behavioral Symptoms,Depressive disorder,6,MentalP
Cognition,Behavior Disorders,6,MentalP
Emotional Strain,Alzheimer's Disease,6,MentalP
Dyslexia,Developmental reading disorder,6,MentalP
Resting state,Fragile X Syndrome,6,MentalP
Availability of,Shy-Drager Syndrome,6,MentalP
Mood Disorders,Stress Disorders, Traumatic,6,MentalP
Feedback - evaluative response process,Neurotoxicity Syndromes,6,MentalP
Like,Pick Disease of the Brain,6,MentalP
Emotional Strain,cortex bone disorders,6,MentalP
Social Role,other psychiatric disorders,6,MentalP
Success,Brain Diseases,6,MentalP
Communication Response,Psychotic Disorders,6,MentalP
Behavior,Colonic Diseases,6,MentalP
Recognition (Psychology),Neurodegenerative Disorders,6,MentalP
Involvement with,Hamartoma Syndrome, Multiple,6,MentalP
smell perception,Down Syndrome,6,MentalP
Methamphetamine,Lens Diseases,6,MentalP
Cognitive information processing,Disorders, Mental,6,MentalP
Cognition,Bipolar Disorder,6,MentalP
Cocaine,Parkinson Disease,6,MentalP
Hearing impairment,cortex bone disorders,6,MentalP
Projection Defense Mechanism,Disorder nervous system,6,MentalP
Attention,Retinal Diseases,6,MentalP
Motivation,Attention deficit hyperactivity disorder,6,MentalP
Discrimination Learning,Hamartoma Syndrome, Multiple,6,MentalP
smell perception,Virus Diseases,6,MentalP
Stress,Migraine Disorders,6,MentalP
Memory,Sequela of disorder,6,MentalP
Mental concentration,Nail-Patella Syndrome,6,MentalP
Cognition,Pervasive Development Disorder,6,MentalP
Insight,Mood Disorders,6,MentalP
Like,Corneal Diseases,6,MentalP
Psychological inhibition,Herpes zoster disease,6,MentalP
Language Disorders,Autism Spectrum Disorders,6,MentalP
Behavior,Prader-Willi Syndrome,6,MentalP
Communication Response,Behavior Disorders,5,MentalP
Mediation,Spinal Cord Diseases,5,MentalP
Intention - mental process,Autism Spectrum Disorders,5,MentalP
Desire for food,Depressive disorder,5,MentalP
Destructive behavior,Neurodegenerative Disorders,5,MentalP
Stereotyped Behavior,Dystonia Disorders,5,MentalP
Mental Recall,cortex bone disorders,5,MentalP
Psychological Transfer,Functional disorder,5,MentalP
Comprehension,Pituitary Diseases,5,MentalP
Perseveration,Obsessive-Compulsive Disorder,5,MentalP
Alcoholics,Functional disorder,5,MentalP
Psychological inhibition,Major Depressive Disorder,5,MentalP
Uncertainty,Autism Spectrum Disorders,5,MentalP
Running,Alzheimer's Disease,5,MentalP
Sleep,Major Depressive Disorder,5,MentalP
Emotions,Mild cognitive disorder,5,MentalP
Fasting,Bloom Syndrome,5,MentalP
Memory,Metabolic Syndrome X,5,MentalP
Stress,Gilles de la Tourette syndrome,5,MentalP
Memory impairment,Cognition Disorders,5,MentalP
Insight,Delirium, Dementia, Amnestic, Cognitive Disorders,5,MentalP
Emotions,Autonomic nervous system disorders,5,MentalP
Alcoholic Liver Diseases,Alcoholic Liver Diseases,5,MentalP
Sex Behavior,Psychotic Disorders,5,MentalP
Obsessive compulsive behavior,Tic disorder,5,MentalP
Tracking,Functional disorder,5,MentalP
Addictive Behavior,Gilles de la Tourette syndrome,5,MentalP
Perception,Spinal Cord Diseases,5,MentalP
Aggressive behavior,Disorders, Mental,5,MentalP
Memory, Short-Term,Mild cognitive disorder,5,MentalP
Behavioral change,cortex bone disorders,5,MentalP
Victim of abuse (finding),Psychotic Disorders,5,MentalP
Travel,Retinal Diseases,5,MentalP
Anxiety,CNS disorder,5,MentalP
Tinnitus,cortex bone disorders,5,MentalP
Stress,Autistic Disorder,5,MentalP
Stress,Mucocutaneous Lymph Node Syndrome,5,MentalP
Psychological suppression,Niemann-Pick Disease, Type C,5,MentalP
Tic disorder,Syndrome,5,MentalP
Behavioral Symptoms,Disorders, Mental,5,MentalP
Pain,Myeloproliferative Syndrome, Transient,5,MentalP
Hearing impairment,Disease Progression,5,MentalP
Sleep,Glycogen storage disease type II,5,MentalP
Alcohol consumption during pregnancy,Fetal Alcohol Syndrome,5,MentalP
Sleep,Metabolic Diseases,5,MentalP
Sets (Psychology),Gilles de la Tourette syndrome,5,MentalP
Memory,Machado-Joseph Disease,5,MentalP
Attack behavior,Disorder nervous system,5,MentalP
Steady,cortex bone disorders,5,MentalP
Physical Contact,Neurotoxicity Syndromes,5,MentalP
Involvement with,Pick Disease of the Brain,5,MentalP
Memory, Short-Term,Disease Progression,5,MentalP
Steady,Disease Progression,5,MentalP
Social Role,Cerebral Small Vessel Diseases,5,MentalP
Homosexuality,Acquired Immunodeficiency Syndrome,5,MentalP
Fear,Fragile X Syndrome,5,MentalP
Anxiety and fear,Disorders, Mental,5,MentalP
Impaired cognition,Post-Traumatic Stress Disorder,5,MentalP
Initiative,Parkinson Disease,5,MentalP
Intrinsic drive,Neurodevelopmental disorder,5,MentalP
Communication Response,Burnett Schwartz Berberian syndrome,5,MentalP
Hyperactive behavior,neuropathology disease,5,MentalP
Memory,Syndrome, Bloch-Sulzberger,5,MentalP
Mental association,Huntington Disease,5,MentalP
Hyperactive behavior,Neurotoxicity Syndromes,5,MentalP
Fasting,Disorders, Mental,5,MentalP
smell perception,Klinefelter Syndrome,5,MentalP
sharing,Functional disorder,5,MentalP
Communication impairment,Autism Spectrum Disorders,5,MentalP
Psychological inhibition,Stereotypic Movement Disorder,5,MentalP
Comprehension,Ataxia as late effect of cerebrovascular disease,5,MentalP
DEPRESSION MENTAL,Seasonal Affective Disorder,5,MentalP
Projection Defense Mechanism,Mood Disorders,5,MentalP
Unipolar Depression,Attention Deficit Disorder,5,MentalP
Mental Suffering,Neurodegenerative Disorders,5,MentalP
Anxiety,Stiff-Person Syndrome,5,MentalP
Thinking, function,Autistic Disorder,5,MentalP
Communication Response,Werner Syndrome,5,MentalP
Physical activity,Disorder nervous system,5,MentalP
Stress, Psychological,Neurodegenerative Disorders,5,MentalP
Impaired cognition,Gilles de la Tourette syndrome,5,MentalP
Deafness,Diseases of inner ear,5,MentalP
Social Role,Menkes Kinky Hair Syndrome,5,MentalP
Factors, Risk,Shy-Drager Syndrome,5,MentalP
Exercise,Norrie disease,5,MentalP
Retentions (Psychology),Spinal Cord Diseases,5,MentalP
Spatial Navigation,cortex bone disorders,5,MentalP
Play,Mood Disorders,5,MentalP
Cognition,Skin endocrine disorder,5,MentalP
Fetal stress,Functional disorder,5,MentalP
Body Weight,Huntington Disease,5,MentalP
Stress,Behavior Disorders,5,MentalP
Desire for food,Functional disorder,5,MentalP
visual deprivation,cortex bone disorders,5,MentalP
Speech,Autistic Disorder,5,MentalP
Dyslexia,Pervasive Development Disorder,5,MentalP
Wakefulness,Sleep Disorders,5,MentalP
Sets (Psychology),Mild cognitive disorder,5,MentalP
Behavioral change,Sensitization (disorder),5,MentalP
Stress,Neurodevelopmental disorder,5,MentalP
Availability of,Motor Neuron Disease,5,MentalP
Attribution,Parkinson Disease,5,MentalP
Mental Retardation,Pervasive Development Disorder,5,MentalP
Drug Dependence,Attention deficit hyperactivity disorder,5,MentalP
Factors, Risk,Gaucher Disease,5,MentalP
Experience,Mood Disorders,5,MentalP
Unipolar Depression,Neurodegenerative Disorders,5,MentalP
Involvement with,Irritable Bowel Syndrome,5,MentalP
Experience,Psychotic Disorders,5,MentalP
Performance,Rett Syndrome,5,MentalP
Presbycusis,Diseases of inner ear,5,MentalP
Cessation of smoking,Recurrent disease,5,MentalP
Social Behavior,Neurodevelopmental disorder,5,MentalP
Visual Fields,Adult Fanconi syndrome,5,MentalP
Consensus,Neurodegenerative Disorders,5,MentalP
Voice Disorders,Voice Disorders,5,MentalP
Decision Making,Sensitization (disorder),5,MentalP
Impaired cognition,Rett Syndrome,5,MentalP
Hyperactive behavior,Mood Disorders,5,MentalP
Learning,Fetal Alcohol Syndrome,5,MentalP
Learning,Mood Disorders,5,MentalP
Disgusted,Spinal Cord Diseases,5,MentalP
Coitus,Psychotic Disorders,5,MentalP
Feeding Activity,Liver diseases,5,MentalP
Gilles de la Tourette syndrome,Autism Spectrum Disorders,5,MentalP
Experience,Pervasive Development Disorder,5,MentalP
Body Weight,Parkinson Disease,5,MentalP
Social Adjustment,Autism Spectrum Disorders,5,MentalP
Psychological suppression,Van der Woude syndrome,5,MentalP
Cognition,Hypertensive disease,5,MentalP
Eye Movements,Syndrome,5,MentalP
Fasting,Liver diseases,5,MentalP
Like,Nose Diseases,5,MentalP
Mental association,Acquired Immunodeficiency Syndrome,5,MentalP
Insight,Hereditary Diseases,5,MentalP
Insight,Major Depressive Disorder,5,MentalP
Object Recognition,Functional disorder,5,MentalP
Fasting,DISORDERS OF THE OPTIC NERVE,5,MentalP
Confusion,Alzheimer's Disease,5,MentalP
Pain,Dystonia Disorders,5,MentalP
Verbal impairment,Autism Spectrum Disorders,5,MentalP
Availability of,Cognition Disorders,5,MentalP
Touch sensation,Peripheral Arterial Diseases,5,MentalP
Emotional Strain,Functional disorder,5,MentalP
Reproduction,Spinal Cord Diseases,5,MentalP
Awareness,Disorders, Mental,5,MentalP
Social Role,Saethre-Chotzen Syndrome,5,MentalP
Disputes,Spinal Cord Diseases,5,MentalP
Success,Neurotoxicity Syndromes,5,MentalP
Stress, Psychological,Mood Disorders,5,MentalP
Hyperphagia,Syndrome,5,MentalP
Mental association,Gilles de la Tourette syndrome,5,MentalP
Ability to interact with others,Depressive disorder,5,MentalP
Social Role,Disorder of eye,5,MentalP
Akinesia,Neurodegenerative Disorders,5,MentalP
Communication Response,Degenerative disorder,5,MentalP
Emotional Strain,Seasonal Affective Disorder,5,MentalP
Communication,Disease Progression,5,MentalP
DEPRESSION MENTAL,Chronic Fatigue Syndrome,5,MentalP
smell perception,Oculorespiratory syndrome,5,MentalP
Exercise,Disorder nervous system,5,MentalP
Impaired cognition,Virus Diseases,5,MentalP
Aggressive behavior,Hamartoma Syndrome, Multiple,5,MentalP
Pain,Chronic disease,5,MentalP
Memory, Short-Term,Cognition Disorders,5,MentalP
Communication Response,Bloom Syndrome,5,MentalP
Play,Demyelinating Diseases,5,MentalP
Disputes,Functional disorder,5,MentalP
Coitus,Metabolic Diseases,5,MentalP
Amnesia,Wernicke-Korsakoff Syndrome,5,MentalP
Pain,Temporomandibular Joint Dysfunction Syndrome,5,MentalP
Cognition,Memory Disorders,5,MentalP
Psychological inhibition,Delirium, Dementia, Amnestic, Cognitive Disorders,5,MentalP
Practices (Psychology),Alzheimer's Disease,5,MentalP
Addictive Behavior,Neurotoxicity Syndromes,5,MentalP
Cocaine,Christ-Siemens-Touraine syndrome,5,MentalP
Memory,Nail-Patella Syndrome,5,MentalP
Exercise,Disorders, Mental,5,MentalP
Behavior,Stiff-Person Syndrome,5,MentalP
Communication Response,Cat-Scratch Disease,5,MentalP
Sleep,Prader-Willi Syndrome,5,MentalP
Powers (Psychology),Spinal Cord Diseases,5,MentalP
Visual Fields,DISORDERS OF THE OPTIC NERVE,5,MentalP
Comprehension,Metabolic Syndrome X,5,MentalP
Feeding Activity,Metabolic Diseases,5,MentalP
Drug Dependence,Mood Disorders,5,MentalP
Social Role,Stiff-Person Syndrome,5,MentalP
active state,cortex bone disorders,5,MentalP
Seizures,Lafora Disease,5,MentalP
Seizures,Down Syndrome,5,MentalP
Success,Depressive disorder,5,MentalP
Memory,Motor Neuron Disease,5,MentalP
Attribution,Neurodegenerative Disorders,5,MentalP
Factors, Risk,Lewy Body Disease,5,MentalP
Consensus,Syndrome,5,MentalP
Period, Critical (Psychology),Depressive disorder,5,MentalP
pleasurable emotion,Major Depressive Disorder,5,MentalP
prepulse inhibition activity,Depressive disorder,5,MentalP
biological adaptation to stress,Stress Disorders, Traumatic,5,MentalP
Mental association,Norrie disease,5,MentalP
Comprehension,Liver diseases,5,MentalP
Comatose,Functional disorder,5,MentalP
Hallucinations,Alzheimer's Disease,5,MentalP
Like,Shwachman syndrome,5,MentalP
Craving,Depressive disorder,5,MentalP
Communication Response,Oropharyngeal disorders,5,MentalP
Period, Critical (Psychology),Neurodegenerative Disorders,5,MentalP
Communication Response,Mobius Syndrome,5,MentalP
sharing,Autism Spectrum Disorders,5,MentalP
taste perception,Hamartoma Syndrome, Multiple,5,MentalP
Mental Processes,Neurodegenerative Disorders,5,MentalP
Success,Syndrome,5,MentalP
Performance,Lewy Body Disease,5,MentalP
Play,CNS disorder,5,MentalP
Sex Behavior,Penile Diseases,5,MentalP
Forgetful,Mild cognitive disorder,5,MentalP
Substance Abuse Problems,Mood Disorders,5,MentalP
Projection Defense Mechanism,Dyskinetic syndrome,5,MentalP
Sex Behavior,Metabolic Diseases,5,MentalP
Availability of,Mild cognitive disorder,5,MentalP
Mood Disorders,Autism Spectrum Disorders,5,MentalP
DEPRESSION MENTAL,Motor Neuron Disease,5,MentalP
Speech,Neurodevelopmental disorder,5,MentalP
Vision,Spinal Cord Diseases,5,MentalP
Involvement with,Inflammatory disorder,5,MentalP
Feedback - system communication,Thyroid Diseases,5,MentalP
Cognitive information processing,Disorder nervous system,5,MentalP
Projection Defense Mechanism,Leigh Disease,5,MentalP
Comprehension,Sensitization (disorder),5,MentalP
Autistic Disorder,Language Disorders,5,MentalP
