concept,disease,appearTimes,conceptClass
Chloramphenicol O-Acetyltransferase,Depressive disorder,4,Gene
TERC wt Allele,Thyroid Diseases,4,Gene
Chloramphenicol O-Acetyltransferase,Down Syndrome,4,Gene
SRPX2 Gene,cortex bone disorders,4,Gene
Retinoic Acid Response Element,Creutzfeldt-Jakob disease,4,Gene
MID1 wt Allele,Disorder of pineal gland,4,Gene
MAPT wt Allele,Familial Alzheimer Disease (FAD),4,Gene
SATB2 Gene,Parkinson Disease,4,Gene
LAMP1 Gene,Alzheimer's Disease,4,Gene
GCG Gene,Parkinson Disease,4,Gene
SNCA gene,Lewy Body Disease,4,Gene
CD69 wt Allele,Mood Disorders,4,Gene
CDK5 Gene,cortex bone disorders,4,Gene
PITX2 wt Allele,Polycystic Ovary Syndrome,4,Gene
CD69 wt Allele,Neurodevelopmental disorder,4,Gene
PODXL Gene,Hamartoma Syndrome, Multiple,4,Gene
GDNF Gene,Huntington Disease,4,Gene
CD200 Gene,Intervertebral disc disorder,4,Gene
EPHA4 Gene,Disease Progression,4,Gene
CRH Gene,Mood Disorders,4,Gene
TARDBP wt Allele,Pick Disease of the Brain,4,Gene
TNF Gene,Lung diseases,4,Gene
HSPB1 wt Allele,Spinal Cord Diseases,4,Gene
HCRT Gene,Retinal Diseases,4,Gene
CXCR4 Gene,Niemann-Pick Disease, Type C,4,Gene
NOTCH1 Gene,Alzheimer's Disease,4,Gene
NCL Gene,Lysosomal Storage Diseases,4,Gene
EREG wt Allele,Neurodegenerative Disorders,4,Gene
CHGA Gene,Syndrome,4,Gene
MAPT wt Allele,Psychotic Disorders,4,Gene
GBA wt Allele,cortex bone disorders,4,Gene
FAT1 gene,Functional disorder,4,Gene
BDNF Gene,Neurodevelopmental disorder,4,Gene
BECN1 Gene,Neurodegenerative Disorders,4,Gene
ARG1 Gene,Retinal Diseases,4,Gene
C9orf72 Gene,Alzheimer's Disease,4,Gene
GRM1 Gene,Autism Spectrum Disorders,4,Gene
FASTK Gene,Down Syndrome,4,Gene
AMPH Gene,Functional disorder,4,Gene
LEP Gene,Anophthalmia Waardenburg syndrome,4,Gene
TYMS wt Allele,Hamartoma Syndrome, Multiple,4,Gene
Homozygote,Parkinsonian Disorders,4,Gene
TLR2 Gene,Shwachman syndrome,4,Gene
AVP Gene,Spinal Cord Diseases,4,Gene
Introns,Spinal Cord Diseases,4,Gene
GCLC wt Allele,Retinal Diseases,4,Gene
KRT17 wt Allele,Alzheimer's Disease,4,Gene
Wild Type,Cat-Scratch Disease,4,Gene
DDIT3 wt Allele,cortex bone disorders,4,Gene
BRCA2 wt Allele,cortex bone disorders,4,Gene
CBX4 wt Allele,Huntington Disease,4,Gene
VTN Gene,Mucocutaneous Lymph Node Syndrome,4,Gene
FYN wt Allele,Functional disorder,4,Gene
NEFL wt Allele,Spinal Cord Diseases,4,Gene
TH gene,Hamartoma Syndrome, Multiple,4,Gene
TNFRSF17 Gene,cortex bone disorders,4,Gene
ENG wt Allele,Burnett Schwartz Berberian syndrome,4,Gene
Genes,Testicular Diseases,4,Gene
Epidermal Growth Factor,Spinal Cord Diseases,4,Gene
PPP1R13L wt Allele,Bipolar Disorder,4,Gene
Genes, Immediate-Early,Functional disorder,4,Gene
EPO Gene,Syndrome, Bloch-Sulzberger,4,Gene
PITX2 wt Allele,Neurodegenerative Disorders,4,Gene
CDH3 wt Allele,Mild cognitive disorder,4,Gene
FKBP5 Gene,Stress Disorders, Traumatic,4,Gene
MAPT gene,neuropathology disease,4,Gene
HDAC4 Gene,Disease Progression,4,Gene
MECP2 wt Allele,Disease Progression,4,Gene
KRT17 wt Allele,Neurodegenerative Disorders,4,Gene
ESR1 wt Allele,Chronic disease,4,Gene
HNRNPA3 gene,Nail-Patella Syndrome,4,Gene
DNA Transposable Elements,Neurodegenerative Disorders,4,Gene
NEUROD1 Gene,Spinal Cord Diseases,4,Gene
SILV wt Allele,Retinal Diseases,4,Gene
GHRL Gene,Prader-Willi Syndrome,4,Gene
TH gene,Neurodegenerative Disorders,4,Gene
FYN Gene,Functional disorder,4,Gene
Promoter,Mood Disorders,4,Gene
CTGF Gene,Alzheimer's Disease,4,Gene
RASA1 wt Allele,Retinal Diseases,4,Gene
CSF1R Gene,Neurodegenerative Disorders,4,Gene
HCRT Gene,Alzheimer's Disease,4,Gene
LCN2 Gene,Neurotoxicity Syndromes,4,Gene
STIM1 wt Allele,Chorea Acanthocytosis Syndrome,4,Gene
Homozygote,neuropathology disease,4,Gene
KHDRBS1 wt Allele,Feline urological syndrome,4,Gene
DYRK1A Gene,Timothy syndrome,4,Gene
NTRK1 Gene,Spinal Cord Diseases,4,Gene
CRH Gene,Anxiety Disorders,4,Gene
FAT1 gene,Lung diseases,4,Gene
CD36 wt Allele,Functional disorder,4,Gene
Clustered Regularly Interspaced Short Palindromic Repeats,Feline urological syndrome,4,Gene
CALCA Gene,Disease Progression,4,Gene
KL Gene,Alzheimer's Disease,4,Gene
CD8B wt Allele,Parkinson Disease,4,Gene
CDH2 Gene,Spinal Cord Diseases,4,Gene
FAM49B wt Allele,Disorder nervous system,4,Gene
PROC wt Allele,Spinal Cord Diseases,4,Gene
ENG wt Allele,Brain Diseases,4,Gene
TXNRD2 wt Allele,Thyroid Diseases,4,Gene
WRN Gene,Werner Syndrome,4,Gene
EGR1 wt Allele,cortex bone disorders,4,Gene
TMPO wt Allele,Retinal Diseases,4,Gene
ATP8A2 wt Allele,Syndrome, Bloch-Sulzberger,4,Gene
LEP wt Allele,Functional disorder,4,Gene
Insulin-Like-Growth Factor I Receptor,Spinal Cord Diseases,4,Gene
CALCA wt Allele,Moyamoya Disease,4,Gene
c-fos Genes,Renal glomerular disease,4,Gene
HEXA gene,Lysosomal Storage Diseases,4,Gene
NDOR1 wt Allele,Psychotic Disorders,4,Gene
TFRC wt Allele,Thyroid Diseases,4,Gene
FAT1 gene,Pervasive Development Disorder,4,Gene
Long Interspersed Element,Anxiety Disorders,4,Gene
NOS1 wt Allele,McCune-Albright Syndrome,4,Gene
CAT Gene,Depressive disorder,4,Gene
Estrogen Receptors,Disease Progression,4,Gene
CUX1 wt Allele,Neurodegenerative Disorders,4,Gene
RELN Gene,Psychotic Disorders,4,Gene
PRNP gene,Spinal Cord Diseases,4,Gene
PSEN1 gene,Down Syndrome,4,Gene
RASA1 wt Allele,Parkinson Disease,4,Gene
CRH Gene,Major Depressive Disorder,4,Gene
ELL wt Allele,Melkersson-Rosenthal Syndrome,4,Gene
MECP2 wt Allele,Hereditary Diseases,4,Gene
SIRT2 Gene,Neurodegenerative Disorders,4,Gene
CD69 wt Allele,Hamartoma Syndrome, Multiple,4,Gene
Retinoic Acid Response Element,Opsoclonus-Myoclonus Syndrome,4,Gene
AGTR2 wt Allele,McCune-Albright Syndrome,4,Gene
CXCR4 Gene,Meningeal disorder,4,Gene
Alleles,Andersen Syndrome,4,Gene
HSPB1 Gene,Alzheimer's Disease,4,Gene
Gene Regulatory Networks,Disease Progression,4,Gene
HNRNPA2B1 Gene,Feline urological syndrome,4,Gene
TPH1 Gene,Spinal Cord Diseases,4,Gene
PLP1 gene,Retinal Diseases,4,Gene
GRM1 wt Allele,Autism Spectrum Disorders,4,Gene
NTRK2 Gene,Rett Syndrome,4,Gene
MTR Gene,Recurrent disease,4,Gene
EIF4E Gene,Sensitization (disorder),4,Gene
Gene Regulatory Networks,Autism Spectrum Disorders,4,Gene
GRM5 Gene,Disease Progression,4,Gene
CHD7 gene,Pervasive Development Disorder,4,Gene
DLG4 Gene,Alzheimer's Disease,4,Gene
LEP Gene,Van der Woude syndrome,4,Gene
TSC1 wt Allele,Neurodevelopmental disorder,4,Gene
CYLD wt Allele,Nail-Patella Syndrome,4,Gene
RRM1 Gene,Sensitization (disorder),4,Gene
SLC7A5 Gene,Spinal Cord Diseases,4,Gene
BAD Gene,Spinal Cord Diseases,4,Gene
Alleles,Disorder nervous system,4,Gene
Promoter,Disorders, Mental,4,Gene
HOXA10 wt Allele,Hamartoma Syndrome, Multiple,4,Gene
PITX2 wt Allele,Norrie disease,4,Gene
PITX2 wt Allele,Retinal Diseases,4,Gene
DRD2 wt Allele,Sensitization (disorder),4,Gene
CD69 wt Allele,Psychotic Disorders,4,Gene
PCYT1A wt Allele,Depressive disorder,4,Gene
Genes, X-Linked,Autism Spectrum Disorders,4,Gene
SET Gene,neuropathology disease,4,Gene
ASAH1 Gene,Bipolar Disorder,4,Gene
POMC wt Allele,Spinal Cord Diseases,4,Gene
POMC wt Allele,Van der Woude syndrome,4,Gene
TNFAIP1 Gene,Alzheimer's Disease,4,Gene
Plasmids,Alzheimer's Disease,4,Gene
BLM wt Allele,Leigh Disease,4,Gene
Transgenes,Liver diseases,4,Gene
PRF1 wt Allele,Retinal Diseases,4,Gene
Chloramphenicol O-Acetyltransferase,Peripheral Arterial Diseases,4,Gene
EIF4E Gene,Depressive disorder,4,Gene
VEGFA Gene,Alzheimer's Disease,4,Gene
CX3CL1 Gene,Neurodegenerative Disorders,4,Gene
PDGFRA wt Allele,Spinal Cord Diseases,4,Gene
AVP wt Allele,Parkinson Disease,4,Gene
Genes,Alexander Disease,4,Gene
AKT1S1 wt Allele,Alzheimer's Disease,4,Gene
PPARA wt Allele,Neurotoxicity Syndromes,4,Gene
LEP wt Allele,Depressive disorder,4,Gene
CR2 wt Allele,Functional disorder,4,Gene
CRH Gene,Pituitary-dependent Cushing's disease,4,Gene
NFE2L2 Gene,Parkinson Disease,4,Gene
TARDBP wt Allele,Parkinson Disease,4,Gene
PROC wt Allele,Disease Progression,4,Gene
HTT wt Allele,cortex bone disorders,4,Gene
CLU wt Allele,Neurotoxicity Syndromes,4,Gene
SET Gene,Norrie disease,4,Gene
DMD gene,Retinal Diseases,4,Gene
OXT Gene,Functional disorder,4,Gene
GLS2 Gene,Milroy Disease,4,Gene
PNP wt Allele,Disease Progression,4,Gene
MSN Gene,Gardner Syndrome,4,Gene
DCX wt Allele,Depressive disorder,4,Gene
CLIP1 wt Allele,Spinal Cord Diseases,4,Gene
TARDBP Gene,Parkinsonian Disorders,4,Gene
CX3CR1 Gene,Disease Progression,4,Gene
C3 Gene,DISORDERS OF THE OPTIC NERVE,4,Gene
NOTCH1 wt Allele,Functional disorder,4,Gene
FASTK Gene,Parkinson Disease,4,Gene
PROC wt Allele,Hamartoma Syndrome, Multiple,4,Gene
ADIPOQ wt Allele,Opitz-Frias syndrome,4,Gene
PSEN1 wt Allele,Spinal Cord Diseases,4,Gene
PARK7 wt Allele,Alzheimer's Disease,4,Gene
MECP2 gene,Prader-Willi Syndrome,4,Gene
CXCR4 Gene,Disease Progression,4,Gene
STS wt Allele,Spinal Cord Diseases,4,Gene
IDUA gene,Lysosomal Storage Diseases,4,Gene
Haploinsufficiency,CHARGE Syndrome,4,Gene
Alleles,Neurodegenerative Disorders,4,Gene
Retinoic Acid Response Element,Disease Progression,4,Gene
CTSD Gene,Neurotoxicity Syndromes,4,Gene
ELANE Gene,Anxiety Disorders,4,Gene
TLR2 wt Allele,Shwachman syndrome,4,Gene
LRRK2 gene,Idiopathic disease,4,Gene
SOD1 gene,Neurotoxicity Syndromes,4,Gene
FABP3 Gene,Post-Traumatic Stress Disorder,4,Gene
APOE gene,Lewy Body Disease,4,Gene
RNH1 wt Allele,Bipolar Disorder,4,Gene
CX3CR1 Gene,Neurodegenerative Disorders,4,Gene
PAG1 wt Allele,Spinal Cord Diseases,4,Gene
Genome,Lung diseases,4,Gene
IRF6 wt Allele,Functional disorder,4,Gene
Wild Type,Congenital secretory diarrhea, sodium type (disorder),4,Gene
CNR1 gene,Hamartoma Syndrome, Multiple,4,Gene
c-fos Genes,Migraine Disorders,4,Gene
SLC7A5 wt Allele,Spinal Cord Diseases,4,Gene
MAPT wt Allele,Hamartoma Syndrome, Multiple,4,Gene
PRRT2 wt Allele,Neurodegenerative Disorders,4,Gene
SET Gene,Hamartoma Syndrome, Multiple,4,Gene
FAM49B wt Allele,Diseases of inner ear,4,Gene
FOXD3 wt Allele,Neurotoxicity Syndromes,4,Gene
INS gene,Sensitization (disorder),4,Gene
DMD gene,Functional disorder,4,Gene
Genes,Noonan Syndrome,4,Gene
NLRP3 wt Allele,Alzheimer's Disease,4,Gene
FGFR1 wt Allele,Nail-Patella Syndrome,4,Gene
PLP1 gene,Alzheimer's Disease,4,Gene
RTN1 wt Allele,Movement Disorders,4,Gene
SOD1 wt Allele,Brain Diseases,4,Gene
NR3C2 Gene,cortex bone disorders,4,Gene
Long Interspersed Element,Obsessive-Compulsive Disorder,4,Gene
S100A12 wt Allele,Migraine Disorders,4,Gene
MAPT wt Allele,Dementia due to Alzheimer's disease (disorder),4,Gene
LTB4R Gene,Alzheimer's Disease,4,Gene
POMC wt Allele,Skin endocrine disorder,4,Gene
GC Gene,Retinal Diseases,4,Gene
BCL2 gene,Fetal Alcohol Syndrome,4,Gene
SQSTM1 Gene,Lewy Body Disease,4,Gene
CEBPB Gene,Liver diseases,4,Gene
MAPT wt Allele,Lung diseases,4,Gene
CALCA wt Allele,Depressive disorder,4,Gene
POMT1 gene,Alzheimer's Disease,4,Gene
PODXL wt Allele,Neurodegenerative Disorders,4,Gene
Alleles,Lewy Body Disease,4,Gene
Tumor Suppressor Genes,Disease Progression,4,Gene
Genotype,Hypertensive disease,4,Gene
PPARA Gene,Liver diseases,4,Gene
S100A8 wt Allele,Spinal Cord Diseases,4,Gene
PURA wt Allele,Feline urological syndrome,4,Gene
CBX4 Gene,Huntington Disease,4,Gene
Long Interspersed Element,Mucocutaneous Lymph Node Syndrome,4,Gene
CXCR4 Gene,Neurotoxicity Syndromes,4,Gene
TF gene,Liver diseases,4,Gene
Genome,Attention deficit hyperactivity disorder,4,Gene
MS4A1 wt Allele,Spinal Cord Diseases,4,Gene
Haploinsufficiency,Hereditary Diseases,4,Gene
RET gene,Parkinson Disease,4,Gene
TH gene,Prune Belly Syndrome,4,Gene
CDH11 wt Allele,Depressive disorder,4,Gene
FOS wt Allele,cortex bone disorders,4,Gene
SET Gene,Bipolar Disorder,4,Gene
GRIN2B Gene,Spinal Cord Diseases,4,Gene
TTR gene,Liver diseases,4,Gene
GYPA wt Allele,Nail-Patella Syndrome,4,Gene
ADIPOQ Gene,Opitz-Frias syndrome,4,Gene
MAP3K14 wt Allele,Leigh Disease,4,Gene
VAV1 Gene,Alzheimer's Disease,4,Gene
BCL2L11 wt Allele,Alzheimer's Disease,4,Gene
DST Gene,Alzheimer's Disease,4,Gene
NOS2 Gene,Alzheimer's Disease,4,Gene
GLI3 Gene,Kallmann Syndrome,4,Gene
MAPT gene,Functional disorder,4,Gene
Alleles,Arterial Tortuosity Syndrome,4,Gene
CHGA Gene,Parkinsonian Disorders,4,Gene
FGFR1 wt Allele,Kartagener Syndrome,4,Gene
Chloramphenicol Acetyl Transferase Gene,Depressive disorder,4,Gene
KRT17 wt Allele,Hamartoma Syndrome, Multiple,4,Gene
MTOR Gene,Van der Woude syndrome,4,Gene
CREB1 Gene,Mood Disorders,4,Gene
DLG4 Gene,Syndrome,4,Gene
SH2D1A gene,Sexually Transmitted Diseases,4,Gene
TGFBI wt Allele,Functional disorder,4,Gene
Heterozygote,neuropathology disease,4,Gene
CRHR1 Gene,Sensitization (disorder),4,Gene
TYMS Gene,Functional disorder,4,Gene
FBN1 wt Allele,Alzheimer's Disease,4,Gene
GEMIN2 Gene,Mowat-Wilson syndrome,4,Gene
ras Oncogene,Alzheimer's Disease,4,Gene
NLRP3 Gene,Parkinson Disease,4,Gene
ACTB Gene,Alzheimer's Disease,4,Gene
GCLC wt Allele,Acute Chest Syndrome,4,Gene
PBX1 wt Allele,Sensitization (disorder),4,Gene
CD69 wt Allele,Vasodilation disorder,4,Gene
CALCA Gene,Mild cognitive disorder,4,Gene
SIRT1 Gene,Major Depressive Disorder,4,Gene
Epidermal Growth Factor Receptor,cortex bone disorders,4,Gene
CREB1 Gene,Neurodegenerative Disorders,4,Gene
KRAS wt Allele,Timothy syndrome,4,Gene
CAT Gene,Down Syndrome,4,Gene
CXCL10 wt Allele,cortex bone disorders,4,Gene
MAPT wt Allele,Mesulam Syndrome,4,Gene
TNF Gene,Mucocutaneous Lymph Node Syndrome,4,Gene
CISH Gene,Alzheimer's Disease,4,Gene
TRH Gene,Thyroid Diseases,4,Gene
AVP Gene,Functional disorder,4,Gene
TLR4 Gene,Neurotoxicity Syndromes,4,Gene
PURA Gene,Feline urological syndrome,4,Gene
FANCA wt Allele,Stress Disorders, Traumatic,4,Gene
APP gene,Gilles de la Tourette syndrome,4,Gene
SPARCL1 Gene,cortex bone disorders,4,Gene
NFIX wt Allele,Spinal Cord Diseases,4,Gene
CBS gene,Retinal Diseases,4,Gene
HMGB1 Gene,Congenital secretory diarrhea, sodium type (disorder),4,Gene
CA9 Gene,Functional disorder,4,Gene
ITGAM Gene,Van der Woude syndrome,4,Gene
ELL wt Allele,Syndrome,4,Gene
MTA2 Gene,Alzheimer's Disease,4,Gene
DNMT1 wt Allele,Niemann-Pick Disease, Type C,4,Gene
RIPK3 Gene,Neurotoxicity Syndromes,4,Gene
ASCL1 Gene,Niemann-Pick Disease, Type C,4,Gene
GHRL Gene,Hypertensive disease,4,Gene
CDH2 Gene,cortex bone disorders,4,Gene
IKBKG wt Allele,Alzheimer's Disease,4,Gene
FAT wt Allele,Functional disorder,4,Gene
PINK1 gene,Neurodegenerative Disorders,4,Gene
TH gene,Colonic Diseases,4,Gene
CNTNAP2 Gene,Functional disorder,4,Gene
PCYT1A wt Allele,Mild cognitive disorder,4,Gene
TSC1 gene,Neurodevelopmental disorder,4,Gene
NR3C2 Gene,Disorder nervous system,4,Gene
RASA1 Gene,Autistic Disorder,4,Gene
SHANK3 Gene,Neurodevelopmental disorder,4,Gene
Heterozygote,Liver diseases,4,Gene
Retinoic Acid Response Element,Lesch-Nyhan Syndrome,4,Gene
TP53 wt Allele,Niemann-Pick Disease, Type C,4,Gene
DYRK1A Gene,Gilles de la Tourette syndrome,4,Gene
Gene Dosage,Alzheimer's Disease,4,Gene
Genes,Nijmegen Breakage Syndrome,4,Gene
Wild Type,Dyskinetic syndrome,4,Gene
GLS2 wt Allele,Milroy Disease,4,Gene
KL wt Allele,Alzheimer's Disease,4,Gene
PSIP1 Gene,Disease Progression,4,Gene
Genes,DiGeorge Syndrome,4,Gene
HP wt Allele,Machado-Joseph Disease,4,Gene
GCG Gene,Liver diseases,4,Gene
MTOR Gene,Spinal Cord Diseases,4,Gene
NLRP2 wt Allele,Nijmegen Breakage Syndrome,4,Gene
HCRT Gene,Substance Withdrawal Syndrome,4,Gene
CP Gene,Hamartoma Syndrome, Multiple,4,Gene
XDH Gene,Neurotoxicity Syndromes,4,Gene
TP73 Gene,Alzheimer's Disease,4,Gene
PROC Gene,Disease Progression,4,Gene
ELANE wt Allele,Alzheimer's Disease,4,Gene
HP wt Allele,Parkinson Disease,4,Gene
PHGDH wt Allele,Stiff-Person Syndrome,4,Gene
Tumor Necrosis Factor-alpha,Mucocutaneous Lymph Node Syndrome,4,Gene
MTR wt Allele,Demyelinating Diseases,4,Gene
GLS2 Gene,Nail-Patella Syndrome,4,Gene
CREB1 wt Allele,Neurodegenerative Disorders,4,Gene
CD8A wt Allele,Parkinson Disease,4,Gene
EREG wt Allele,Liver diseases,4,Gene
POMC Gene,Metabolic Diseases,4,Gene
NCOA6 wt Allele,cortex bone disorders,4,Gene
FYN Gene,Shy-Drager Syndrome,4,Gene
C9orf72 Gene,Neurotoxicity Syndromes,4,Gene
GYPA Gene,Nail-Patella Syndrome,4,Gene
GCG Gene,Pituitary Diseases,4,Gene
PTGS2 Gene,Alzheimer's Disease,4,Gene
PTEN gene,Retinal Diseases,4,Gene
MRC1 Gene,Hypertensive disease,4,Gene
AVP wt Allele,cortex bone disorders,4,Gene
FLT3LG wt Allele,Drug withdrawal syndrome,4,Gene
Tumor Necrosis Factor-alpha,Autistic Disorder,4,Gene
UBE3A gene,Pervasive Development Disorder,4,Gene
FLT3LG Gene,Drug withdrawal syndrome,4,Gene
SH2B2 wt Allele,Neurotoxicity Syndromes,4,Gene
FOSB wt Allele,Dyskinetic syndrome,4,Gene
HSP90AA1 wt Allele,Uterine Diseases,4,Gene
S100B Gene,Neurotoxicity Syndromes,4,Gene
KNG1 wt Allele,Alcohol withdrawal syndrome,4,Gene
CCL2 wt Allele,Alzheimer's Disease,4,Gene
OXT Gene,Pervasive Development Disorder,4,Gene
CD44 Gene,Retinal Diseases,4,Gene
AR wt Allele,Sensitization (disorder),4,Gene
HTT gene,Obsessive-Compulsive Disorder,4,Gene
HERPUD1 wt Allele,cortex bone disorders,4,Gene
Alleles,Mood Disorders,4,Gene
PHF6 Gene,Borjeson-Forssman-Lehmann syndrome,4,Gene
LacZ Genes,Spinal Cord Diseases,4,Gene
PROC Gene,Neurodegenerative Disorders,4,Gene
TYMP wt Allele,Retinal Diseases,4,Gene
MAPT gene,Pick Disease of the Brain,4,Gene
Genes,Generalized glycogen storage disease of infants,4,Gene
GDF15 wt Allele,Pyruvate Dehydrogenase Complex Deficiency Disease,4,Gene
HMGB1 Gene,Disease Progression,4,Gene
CUX1 wt Allele,Functional disorder,4,Gene
NR3C1 Gene,Depressive disorder,4,Gene
FOSB Gene,Dyskinetic syndrome,4,Gene
FST wt Allele,Sturge-Weber Syndrome,4,Gene
MAPK14 wt Allele,Neurodegenerative Disorders,4,Gene
TNFRSF1B wt Allele,Functional disorder,4,Gene
GLS2 wt Allele,Nail-Patella Syndrome,4,Gene
CD82 wt Allele,Parkinson Disease,4,Gene
RASA1 wt Allele,Autistic Disorder,4,Gene
GDAP1 gene,Charcot-Marie-Tooth Disease,4,Gene
TOR1A gene,Movement Disorders,4,Gene
Homozygote,Huntington Disease,4,Gene
RANGAP1 wt Allele,Syndrome,4,Gene
TLR2 Gene,Functional disorder,4,Gene
Promoter,Shy-Drager Syndrome,4,Gene
NODAL Gene,Functional disorder,4,Gene
YY1 wt Allele,Depressive disorder,4,Gene
HPR wt Allele,Syndrome, Bloch-Sulzberger,4,Gene
KCNQ2 gene,Functional disorder,4,Gene
ELANE wt Allele,Neurodegenerative Disorders,4,Gene
NOS1 wt Allele,Macrophage Activation Syndrome,4,Gene
DYRK1A Gene,cortex bone disorders,4,Gene
MSC Gene,Parkinson Disease,4,Gene
BECN1 Gene,Parkinson Disease,4,Gene
CALCA wt Allele,Mild cognitive disorder,4,Gene
PSIP1 Gene,Neurodegenerative Disorders,4,Gene
SET Gene,Skin endocrine disorder,4,Gene
Long Interspersed Element,Brain Diseases,4,Gene
MAPT wt Allele,Lafora Disease,4,Gene
NPY wt Allele,Pituitary Diseases,4,Gene
TAF1 Gene,Syndrome,4,Gene
Homozygote,Autism Spectrum Disorders,4,Gene
PITX2 wt Allele,Neurotoxicity Syndromes,4,Gene
RTN1 Gene,Movement Disorders,4,Gene
PCYT1A wt Allele,Moyamoya Disease,4,Gene
SLC4A1 wt Allele,Alzheimer's Disease,4,Gene
CNR1 gene,Functional disorder,4,Gene
Wild Type,Prion Diseases,4,Gene
CRHR1 Gene,Disorders, Mental,4,Gene
Genes,Canavan Disease,4,Gene
CD200 Gene,Parkinson Disease,4,Gene
Homozygote,Depressive disorder,4,Gene
FGF2 Gene,Spinal Cord Diseases,4,Gene
DLC1 wt Allele,Syndrome, Bloch-Sulzberger,4,Gene
KRAS wt Allele,Gilles de la Tourette syndrome,4,Gene
FMR1 wt Allele,Neurodevelopmental disorder,4,Gene
HCRT Gene,Shy-Drager Syndrome,4,Gene
PSAP gene,Parkinson Disease,4,Gene
Genes,Zellweger Syndrome,4,Gene
HTT gene,Attention deficit hyperactivity disorder,4,Gene
AKR1A1 wt Allele,Syndrome,4,Gene
PROM1 wt Allele,cortex bone disorders,4,Gene
PITX2 wt Allele,DISORDERS OF THE OPTIC NERVE,4,Gene
Chloramphenicol Acetyl Transferase Gene,Contact lens overwear syndrome (disorder),4,Gene
TLR4 wt Allele,Neurotoxicity Syndromes,4,Gene
MECP2 wt Allele,Prader-Willi Syndrome,4,Gene
CA9 Gene,Nail-Patella Syndrome,4,Gene
MAPK1 Gene,cortex bone disorders,4,Gene
Long Interspersed Element,Sensitization (disorder),4,Gene
SET Gene,Neurodevelopmental disorder,4,Gene
Genetic Predisposition to Disease,Disease Progression,4,Gene
AGTR2 wt Allele,Meconium Aspiration Syndrome,4,Gene
CD1A wt Allele,Spinal Cord Diseases,4,Gene
CD8B wt Allele,Christ-Siemens-Touraine syndrome,4,Gene
FAM49B wt Allele,Retinal Diseases,4,Gene
PODXL wt Allele,Alzheimer's Disease,4,Gene
PDZK1 wt Allele,cortex bone disorders,4,Gene
NOTCH1 Gene,Functional disorder,4,Gene
ROS1 wt Allele,Van der Woude syndrome,4,Gene
DYRK1A Gene,Syndrome,4,Gene
KHDRBS1 wt Allele,Disease Progression,4,Gene
S100A12 Gene,Migraine Disorders,4,Gene
ADRB2 Gene,Mucocutaneous Lymph Node Syndrome,4,Gene
Promoter,Neurotoxicity Syndromes,4,Gene
NFKB1 wt Allele,Alzheimer's Disease,4,Gene
BRD4 wt Allele,Nail-Patella Syndrome,4,Gene
SLITRK1 Gene,Obsessive-Compulsive Disorder,4,Gene
MRC1 Gene,Pituitary Diseases,4,Gene
TLR4 Gene,Mucocutaneous Lymph Node Syndrome,4,Gene
BRD4 Gene,Nail-Patella Syndrome,4,Gene
ROS1 Gene,Disease Progression,4,Gene
F2R wt Allele,Thyroid Diseases,4,Gene
STS wt Allele,Niemann-Pick Disease, Type C,4,Gene
DHPS wt Allele,Hypoplastic enamel-onycholysis-hypohidrosis syndrome,4,Gene
ITGAM wt Allele,cortex bone disorders,4,Gene
FMR1 wt Allele,Autism Spectrum Disorders,4,Gene
UBE3A gene,Syndrome,4,Gene
SCG2 Gene,Parkinsonian Disorders,4,Gene
Wild Type,Colonic Diseases,4,Gene
GBA wt Allele,Retinal Diseases,4,Gene
DMD gene,Hereditary Diseases,4,Gene
YY1 wt Allele,Mild cognitive disorder,4,Gene
SOD1 wt Allele,Paraneoplastic Syndromes,4,Gene
TERT wt Allele,Alzheimer's Disease,4,Gene
CYBB gene,cortex bone disorders,4,Gene
MPZ gene,Functional disorder,4,Gene
Genes,Speech Disorders,4,Gene
DST wt Allele,Alzheimer's Disease,4,Gene
CAT Gene,Peripheral Arterial Diseases,4,Gene
OXT Gene,Skin endocrine disorder,4,Gene
ras Oncogene,cortex bone disorders,4,Gene
FAM49B wt Allele,Autistic Disorder,4,Gene
Haplotypes,Alzheimer's Disease,4,Gene
NBL1 wt Allele,Alzheimer's Disease,4,Gene
TSC2 gene,Autism Spectrum Disorders,4,Gene
SQSTM1 wt Allele,Huntington Disease,4,Gene
HDAC1 Gene,Neurotoxicity Syndromes,4,Gene
CD69 wt Allele,Motor Neuron Disease,4,Gene
CYP gene,Liver diseases,4,Gene
SCG2 Gene,cortex bone disorders,4,Gene
NOS1 wt Allele,Meconium Aspiration Syndrome,4,Gene
ACACA wt Allele,Depressive disorder,4,Gene
Genes,Opitz-Frias syndrome,4,Gene
LITAF gene,Adult Fanconi syndrome,4,Gene
MAPK14 Gene,Functional disorder,4,Gene
Genes,Anxiety Disorders,4,Gene
Alleles,Autistic Disorder,4,Gene
TNFRSF1B wt Allele,Disease Progression,4,Gene
GYPA Gene,Functional disorder,4,Gene
HCRT Gene,Major Depressive Disorder,4,Gene
F2 wt Allele,Hamartoma Syndrome, Multiple,4,Gene
WAS wt Allele,Alzheimer's Disease,4,Gene
SOD1 wt Allele,Degenerative brain disorder,4,Gene
NBL1 wt Allele,Borna Disease,4,Gene
HSPB1 wt Allele,Alzheimer's Disease,4,Gene
PPT1 gene,cortex bone disorders,4,Gene
OXT Gene,Autism Spectrum Disorders,4,Gene
