concept,disease,appearTimes,conceptClass
Anterior Nuclear Group,Hamartoma Syndrome, Multiple,1,Region
Posterior cerebral commissure,Retinal Diseases,1,Region
Dentatothalamic tract,Bipolar Disorder,1,Region
Rostral interstitial nucleus of medial longitudinal fasciculus,Alzheimer's Disease,1,Region
Structure of choroid plexus,Alzheimer's Disease,1,Region
Neocortex,Conjunctival Diseases,1,Region
Lateral occipital cortex, superior division (OLs),Parkinson Disease,1,Region
Preoptic Areas,Testicular Diseases,1,Region
Thalamic Nuclei,Brain Diseases,1,Region
Structure of nucleus cuneatus,Carpal Tunnel Syndrome,1,Region
Ventral Tegmental Area,Pervasive Development Disorder,1,Region
Structure of capsule of red nucleus,Bezoar (disorder),1,Region
Purkinje Cells,Williams Syndrome,1,Region
Cerebral hemisphere structure (body structure),Corneal Diseases,1,Region
Structure of dorsal cochlear nucleus,cortex bone disorders,1,Region
Fornix, Brain,Psychotic Disorders,1,Region
Superior colliculus of corpora quadrigemina,Stereotypic Movement Disorder,1,Region
Lingual gyrus,cortex bone disorders,1,Region
Entire midbrain,Attention deficit hyperactivity disorder,1,Region
Entire uncinate fasciculus,Hamartoma Syndrome, Multiple,1,Region
Subependymal region,Niemann-Pick Disease, Type C,1,Region
Pyramidal Cells,Congenital secretory diarrhea, sodium type (disorder),1,Region
Hypothalamic Area, Lateral,Fetal Alcohol Syndrome,1,Region
Structure of ansa lenticularis,Hyperphosphatemia (disorder),1,Region
Structure of supramarginal gyrus,Pituitary Diseases,1,Region
CA2 field,Major Depressive Disorder,1,Region
Internal capsule of brain,Bipolar I disorder,1,Region
Telencephalon,Lung diseases,1,Region
Brodmann area 18,Sensitization (disorder),1,Region
Anterodorsal nucleus of thalamus,Seasonal Affective Disorder,1,Region
Pituitary Gland,Inappropriate ADH Syndrome,1,Region
Substantia Nigra Pars Reticulata,Renal vascular disorder,1,Region
Perforant Pathway,Congenital secretory diarrhea, sodium type (disorder),1,Region
Olfactory tubercle,Herpes zoster disease,1,Region
Triangular Septal Nucleus,Lung diseases,1,Region
Nucleus solitarius,Popliteal pterygium syndrome,1,Region
Tegmentum Mesencephali,Drug withdrawal syndrome,1,Region
Entire tuberomammillary nucleus,Huntington Disease,1,Region
Nucleus solitarius,Anophthalmia Waardenburg syndrome,1,Region
Globus Pallidus,Parkinson Disease, Postencephalitic,1,Region
Gyrus Cinguli,neuropathology disease,1,Region
Medial Septal Nucleus,neuropathology disease,1,Region
Marginal Sulcus,Niemann-Pick Disease, Type C,1,Region
Cerebral hemisphere structure (body structure),Urethral Diseases,1,Region
Presubiculum,Disorders, Mental,1,Region
Hindbrain,Demyelinating Diseases,1,Region
Cortex, Primary Motor,Paramyotonia congenita (disorder),1,Region
intercalated amygdalar nuclei,Tracheal Diseases,1,Region
Superior colliculus of corpora quadrigemina,Meningeal disorder,1,Region
Inner Auditory Hair Cells,Prune Belly Syndrome,1,Region
Flocculus,Conjunctival Diseases,1,Region
Cerebral cortex,Memory Disorders,1,Region
Hypothalamic structure,Macrophage Activation Syndrome,1,Region
Triangular Septal Nucleus,Syndrome,1,Region
Marginal Sulcus,Idiopathic pneumonia syndrome,1,Region
Pyramidal Tracts,Hamartoma Syndrome, Multiple,1,Region
Internal capsule of brain,Menkes Kinky Hair Syndrome,1,Region
Structure of rubrospinal tract,Rett Syndrome,1,Region
Cerebral hemisphere structure (body structure),Colonic Diseases,1,Region
Olfactory tract,Shy-Drager Syndrome,1,Region
Structure of nucleus prepositus,Parkinson Disease,1,Region
Corpus Callosum,Restless Legs Syndrome,1,Region
Bundle, Predorsal,Pendred's syndrome,1,Region
Medullary pyramid,Syndrome,1,Region
Cerebellum,Basal Ganglia Diseases,1,Region
Cerebellum,Major Depressive Disorder,1,Region
Parahippocampal gyrus, anterior division (PHa),Hashimoto Disease,1,Region
Substantia nigra structure,CNS disorder,1,Region
Cerebrum,Degenerative disorder,1,Region
Paracentral sulcus,Impulse Control Disorders,1,Region
Entire frontal pole,cortex bone disorders,1,Region
Limbic System,Timothy syndrome,1,Region
Midbrain structure,Opiate Withdrawal Syndrome,1,Region
Structure of spiral ganglion,Hair Diseases,1,Region
Structure of olfactory bulb,Empty Sella Syndrome,1,Region
Structure of superior longitudinal fasciculus,Parkinson Disease,1,Region
Cortex, Primary Motor,Deglutition Disorders,1,Region
Paracentral Thalamic Nucleus,Gardner Syndrome,1,Region
Rostrotemporal auditory area,Post-Traumatic Stress Disorder,1,Region
Purkinje Cells,Creutzfeldt-Jakob disease,1,Region
Basal Forebrain,Zellweger Syndrome,1,Region
Hindbrain,Central Nervous System Viral Diseases,1,Region
Insula of Reil,Deglutition Disorders,1,Region
Parahippocampal Gyrus,Pervasive Development Disorder,1,Region
Cingulate Cortex,Timothy syndrome,1,Region
Entire cranial vestibular nucleus,cortex bone disorders,1,Region
Parabrachial Nucleus,Paramyotonia congenita (disorder),1,Region
Cerebellar vermis structure,Nystagmus associated with disorder of the vestibular system,1,Region
Cerebral cortex,Alstrom Syndrome,1,Region
Parietal Lobe,Hypopigmentation disorder,1,Region
Fimbria of hippocampus,Brain Diseases,1,Region
Substantia nigra structure,Camurati-Engelmann Syndrome,1,Region
Nucleus of posterior commissure,cortex bone disorders,1,Region
Midbrain structure,Gaucher Disease,1,Region
Medulla Oblongata,Vagus Nerve Diseases,1,Region
Preoptic Areas,Hodgkin Disease,1,Region
External capsule,Syndrome, Bloch-Sulzberger,1,Region
Corpus striatum structure,Cyclical vomiting syndrome (disorder),1,Region
Brain Stem,Cardiovascular Diseases,1,Region
Structure of piriform area,Lens Diseases,1,Region
Nucleus Basalis Magnocellularis,Disorder nervous system,1,Region
Brain White Matter,Parkinson Disease,1,Region
Area striata structure,Spinal Cord Diseases,1,Region
Cerebral hemisphere structure (body structure),Creutzfeldt-Jakob Disease, Sporadic,1,Region
Somatosensory Cortex,Substance Withdrawal Syndrome,1,Region
Pyramidal Cells,Liver diseases,1,Region
Cell of Claudius,Neurodegenerative Disorders,1,Region
Entire Brodmann areas 17 (striate cortex), 18 (parastriate cortex) and 19 (peristriate cortex) of occipital lobe,Familial Alzheimer Disease (FAD),1,Region
CA1 field,Timothy syndrome,1,Region
Thalamic structure,Adult Fanconi syndrome,1,Region
BRAIN, HIPPOCAMPUS,Central Nervous System Viral Diseases,1,Region
Pituitary Gland,Ataxia as late effect of cerebrovascular disease,1,Region
Structure of locus ceruleus,Melkersson-Rosenthal Syndrome,1,Region
Amygdaloid structure,Behavioral syndrome associated with physiological disturbance and physical factors,1,Region
Basal Nucleus of Meynert,Familial Alzheimer Disease (FAD),1,Region
Pontine structure,Melkersson-Rosenthal Syndrome,1,Region
Cochlear nucleus structure,Hamartoma Syndrome, Multiple,1,Region
Entire frontal lobe,Functional disorder,1,Region
Metencephalon,Esophageal Diseases,1,Region
Globus Pallidus,Locked-In Syndrome,1,Region
Structure of supraoptic nucleus,Pituitary Diseases,1,Region
Amygdaloid structure,Nail-Patella Syndrome,1,Region
Cerebellar cortex structure,Attention deficit hyperactivity disorder,1,Region
Hypothalamic nucleus,Acute infectious disease,1,Region
Left uncinate fasciculus,Syndrome,1,Region
Pedunculopontine Tegmental Nucleus,Depressive disorder,1,Region
Brodmann area 47,Neurodegenerative Disorders,1,Region
Structure of paraventricular nucleus,Thyroid Diseases,1,Region
Entire dentate gyrus,Alzheimer's Disease,1,Region
Structure of fissure of Sylvius,Williams Syndrome,1,Region
CA2 field,Chronic Fatigue Syndrome,1,Region
Cerebral Peduncle,Sensitization (disorder),1,Region
Marginal Sulcus,Pituitary Diseases,1,Region
Bundle, Predorsal,Hyperhidrosis (disorder),1,Region
Prosencephalon,Juvenile polyposis syndrome,1,Region
Cerebellar lobe,Down Syndrome,1,Region
Cerebral hemisphere structure (body structure),Immune Reconstitution Inflammatory Syndrome,1,Region
Lateral Hypothalamic Nucleus,Spinal Cord Diseases,1,Region
Structure of lateral preoptic nucleus,Disorders, Mental,1,Region
Inner Auditory Hair Cells,Disease Progression,1,Region
Brain Stem,Autism Spectrum Disorders,1,Region
Lobe, Frontal,Werner Syndrome,1,Region
Purkinje Cells,Sleep Disorders,1,Region
BRAIN, HIPPOCAMPUS,Lesch-Nyhan Syndrome,1,Region
sensory cortex,Neurodegenerative Disorders,1,Region
Structure of reticular formation of medulla oblongata,Parkinson Disease,1,Region
Corpus Callosum,Developmental delay (disorder),1,Region
Lateral occipital gyrus,Retinal Diseases,1,Region
Motor Cortex,Motor Neuron Disease, Upper,1,Region
Area striata structure,Migraine Disorders,1,Region
Pontine structure,Ataxia as late effect of cerebrovascular disease,1,Region
Lamina Terminalis,Mobius Syndrome,1,Region
Structure of pars intermedia of pituitary gland,Functional disorder,1,Region
CA2 field,Metabolic Diseases,1,Region
Lateral posterior nucleus of thalamus,Contact lens overwear syndrome (disorder),1,Region
Genus Hippocampus,Lafora Disease,1,Region
Cerebrum,Nose Diseases,1,Region
Tectospinal tract of medulla,Williams Syndrome,1,Region
Structure of cranial nerve nucleus,Colonic Diseases,1,Region
Gigantocellular nucleus,Acute Chest Syndrome,1,Region
Posterior Hypothalamic Region,Autistic Disorder,1,Region
Structure of terminal stria nuclei of preoptic region,DISORDERS OF THE OPTIC NERVE,1,Region
Cortex, Primary Motor,Psychotic Disorders,1,Region
Fimbria of hippocampus,Huntington Disease,1,Region
Reticular activating system,Retinal Diseases,1,Region
Brain Stem,Severe Acute Respiratory Syndrome,1,Region
Basal Nucleus of Meynert,Oculorespiratory syndrome,1,Region
Marginal Sulcus,Papillon-Lefevre Disease,1,Region
Substantia innominata,Shwachman syndrome,1,Region
Structure of dentate gyrus,Timothy syndrome,1,Region
Lateral reticular nucleus (medulla),Sudden infant death syndrome,1,Region
Structure of capsule of red nucleus,Pleural Diseases,1,Region
Orbitofrontal cortex,Rabies (disorder),1,Region
Medulla Oblongata,Machado-Joseph Disease,1,Region
Inferior olivary nucleus,Zellweger Syndrome,1,Region
Brodmann area,Parkinson Disease,1,Region
Hemispheral lobule IX,Prune Belly Syndrome,1,Region
Motor Cortex,Mesulam Syndrome,1,Region
Lateral lemniscus,cortex bone disorders,1,Region
Caudate nucleus structure,Mild cognitive disorder,1,Region
Pars Compacta,Acquired Immunodeficiency Syndrome,1,Region
Structure of tapetum of corpus callosum,Bipolar Disorder,1,Region
Structure of locus ceruleus,Recurrent disease,1,Region
Sensorimotor Cortex,Migraine Disorders,1,Region
Temporal Lobe,Hashimoto Disease,1,Region
Olivocerebellar fibers,Amnestic disorder,1,Region
Central insular sulcus,Meckel syndrome type 1,1,Region
Olfactory tract,Functional disorder,1,Region
Structure of capsule of red nucleus,Motor Neuron Disease,1,Region
Precentral gyrus,Clinically isolated syndrome,1,Region
Cerebellar cortex structure,Kallmann Syndrome,1,Region
Cerebral cortex,Skin-ache syndrome,1,Region
Structure of genu of corpus callosum,Mild cognitive disorder,1,Region
Posterior periventricular nucleus of hypothalamus,Tic disorder,1,Region
Structure of terminal stria nuclei of preoptic region,Rabies (disorder),1,Region
Cerebellum,Dysequilibrium syndrome,1,Region
Central Dorsal Nucleus,Marfan Syndrome,1,Region
Basal Ganglia,Lewy Body Disease,1,Region
Internal capsule of brain,Motor Neuron Disease,1,Region
Organ of Corti structure,Functional disorder,1,Region
BRAIN, HIPPOCAMPUS,Toxic liver disease,1,Region
Central Lateral Nucleus,Parkinsonian Disorders,1,Region
Cerebellum,Wernicke-Korsakoff Syndrome,1,Region
Cerebral cortex,sympathomimetic disorder,1,Region
Ventral Striatum,Behavior Disorders,1,Region
Telencephalon,Shwachman syndrome,1,Region
Presubiculum,Down Syndrome,1,Region
Internal arcuate tract,Functional disorder,1,Region
Structure of paraventricular nucleus,Neurotoxicity Syndromes,1,Region
Islands of Calleja,Spinal Cord Diseases,1,Region
Amygdaloid structure,Huntington Disease,1,Region
Genus Hippocampus,Saethre-Chotzen Syndrome,1,Region
Orbitofrontal cortex,Drug effect disorder,1,Region
Parietal Lobe,Metabolic Diseases,1,Region
Basal Forebrain,Anxiety Disorders,1,Region
Lateral occipital gyrus,Psychotic Disorders,1,Region
Temporal Lobe,Rabies (disorder),1,Region
Posterior cerebral commissure,Tic disorder,1,Region
Pituitary Stalk,Herpes zoster disease,1,Region
Temporal Lobe,Huntington Disease,1,Region
BRAIN, HIPPOCAMPUS,Shared Paranoid Disorder,1,Region
Genus Hippocampus,Vision Disorders,1,Region
Thalamic Nuclei,Dyskinetic syndrome,1,Region
Internal capsule of brain,Liver diseases,1,Region
Structure of pars intermedia of pituitary gland,Herpes zoster disease,1,Region
Substantia nigra structure,Bloom Syndrome,1,Region
Cerebellum,Developmental delay (disorder),1,Region
Cerebral hemisphere structure (body structure),Rett Syndrome,1,Region
Lobe, Frontal,Hashimoto Disease,1,Region
Nucleus, Anterior Olfactory,Functional disorder,1,Region
CA4 Region, Hippocampal,Premenstrual Dysphoric Disorder,1,Region
Structure of fissure of Sylvius,Hamartoma Syndrome, Multiple,1,Region
Brain Stem,Spinal Diseases,1,Region
Stria medullaris,Neurotoxicity Syndromes,1,Region
Limbic System,Post-Traumatic Stress Disorder,1,Region
Entire medulla oblongata,Virus Diseases,1,Region
Oculomotor nucleus,Disorders, Mental,1,Region
Pars Compacta,Prune Belly Syndrome,1,Region
Structure of piriform area,Russell-Silver syndrome,1,Region
Ventral Tegmental Area,Renal glomerular disease,1,Region
Hypothalamic Area, Lateral,Hamartoma Syndrome, Multiple,1,Region
Structure of Forel's H2 bundle,Disease Progression,1,Region
Prefrontal Cortex,Chronic infectious disease,1,Region
Structure of tegmental portion of pons,cortex bone disorders,1,Region
Pontine structure,Sturge-Weber Syndrome,1,Region
Medial geniculate body,Hamartoma Syndrome, Multiple,1,Region
Thalamic structure,Stress Disorders, Traumatic,1,Region
Prefrontal Cortex,Substance Use Disorders,1,Region
Structure of rubrospinal tract,Lung diseases,1,Region
Structure of lateral lemniscus nucleus (body structure),Disorder of pineal gland,1,Region
Structure of lateral mammillary nucleus,CNS disorder,1,Region
Cerebral hemisphere structure (body structure),New Variant Creutzfeldt-Jakob Disease,1,Region
Cerebellar hemisphere structure,Virus Diseases,1,Region
Nucleus Raphe Magnus,Hashimoto Disease,1,Region
Auditory pathway structure,Lung Diseases, Interstitial,1,Region
Superior colliculus of corpora quadrigemina,Anophthalmia Waardenburg syndrome,1,Region
Inferior Colliculus,Hamartoma Syndrome, Multiple,1,Region
Nuclei, Raphe,Sleep Disorders,1,Region
Entire lateral geniculate body,Alzheimer's Disease,1,Region
Structure of paraventricular nucleus,Huntington Disease,1,Region
Substantia nigra structure,Meckel syndrome type 1,1,Region
Right frontal pole,Phobic anxiety disorder,1,Region
Inferior Colliculus,Autistic Disorder,1,Region
Nucleus of optic tract,Uterine Diseases,1,Region
Superior colliculus of corpora quadrigemina,Neurodegenerative Disorders,1,Region
Internal arcuate tract,Movement Disorders,1,Region
Right insula,cortex bone disorders,1,Region
Hypothalamus, Middle,Spinal Cord Diseases,1,Region
Cerebrum,Hemiplegia-hemiconvulsion-epilepsy syndrome,1,Region
Structure of locus ceruleus,Griscelli syndrome type 2,1,Region
Corpus striatum structure,Hereditary Neurodegenerative Disorder,1,Region
Hindbrain,Disorder of pineal gland,1,Region
Rostrotemporal auditory area,Down Syndrome,1,Region
Insula of Reil,Degenerative disorder,1,Region
Cerebral Ventricles,Sensitization (disorder),1,Region
Structure of capsule of red nucleus,Syndrome, Bloch-Sulzberger,1,Region
Basal Nucleus of Meynert,Fetal Alcohol Syndrome,1,Region
Basal Nucleus of Meynert,Niemann-Pick Disease, Type C,1,Region
Cerebral hemisphere structure (body structure),Acute Disease,1,Region
Medulla Oblongata,Brain stem disorder,1,Region
Limbic lobe,Creutzfeldt-Jakob Disease, Sporadic,1,Region
Structure of dentate gyrus,Autistic Disorder,1,Region
Brain Stem,Tolosa-Hunt Syndrome,1,Region
Limbic System,Mild cognitive disorder,1,Region
Nucleus Raphe Obscurus,Spinal Cord Diseases,1,Region
Prosencephalon,Cerebrovascular Disorders,1,Region
Structure of medial preoptic nucleus,Kallmann Syndrome,1,Region
Thalamic structure,Pervasive Development Disorder,1,Region
Structure of paraventricular nucleus of thalamus,Substance Use Disorders,1,Region
Vomeronasal System,Skin endocrine disorder,1,Region
Telencephalon,Ventricular dilatation (disorder),1,Region
Structure of medulla oblongata fasciculus cuneatus,Depressive disorder,1,Region
Nucleus Raphe Magnus,Irritable Bowel Syndrome,1,Region
Brain Stem,Smith-Lemli-Opitz Syndrome,1,Region
Bundle, Predorsal,Gaucher Disease,1,Region
Structure of paraventricular nucleus,Disorder of pineal gland,1,Region
Superior colliculus of corpora quadrigemina,Basal Ganglia Diseases,1,Region
Structure of diencephalon,Dysequilibrium syndrome,1,Region
Auditory Hair Cell,Sensory Disorders,1,Region
Structure of anterior commissure,Neurodegenerative Disorders,1,Region
Lateral occipital gyrus,Language Disorders,1,Region
Mossy Fibers, Hippocampal,Depressive disorder,1,Region
